2.684	2.6748	2.6505	2.6884
2.5702	2.598	2.8306	2.6904
2.7261	2.722	2.7826	2.7553
2.8545	2.7316	2.6921	2.6964
2.6	2.6823	2.7609	2.6604
3.0174	2.9048	2.9615	2.8768
3.0165	2.9519	2.8936	2.9168
2.7865	2.6969	2.7655	2.7869
2.5758	2.6457	2.7238	2.659
2.7439	2.6494	2.7165	2.7096
2.9203	2.9784	2.9015	2.9716
2.705	2.6411	2.7063	2.7135
2.6552	2.639	2.6675	2.662
2.7817	2.7281	2.7827	2.7802
2.776	2.696	2.7449	2.7416
2.776	2.8393	2.7182	2.7456
2.9342	2.8875	2.981	2.9104
2.8387	2.7364	2.6997	2.768
2.8075	2.915	2.8313	2.8518
2.7588	2.6104	2.6278	2.6983
2.8272	2.8029	2.8421	2.7052
2.9241	2.8673	2.9159	2.9211
2.5631	2.5215	2.4514	2.5441
2.926	2.9159	2.8868	2.9741
2.6697	2.6942	2.5977	2.6038
2.8817	2.9395	2.9926	2.8517
2.748	2.6935	2.6881	2.7446
2.836	2.961	2.8809	2.9581
2.8976	2.7917	2.8669	2.8306
2.8809	2.9395	2.954	2.9234
2.5701	2.6966	2.6816	2.7684
2.4672	2.4542	2.4009	2.4475
2.6549	2.8608	2.7643	2.9169
2.5977	2.5904	2.5535	2.5299
2.3488	2.4537	2.4419	2.3629
2.487	2.3313	2.4204	2.4663
2.6803	2.8212	2.8261	2.8618
2.4723	2.4724	2.4056	2.3767
2.6498	2.7172	2.5867	2.8171
2.6492	2.7729	2.8034	2.7721
2.4782	2.631	2.4671	2.5145
2.5557	2.4173	2.4333	2.524
2.3798	2.2443	2.3569	2.2909
2.6409	2.5395	2.6179	2.6993
2.8006	2.5763	2.7105	2.6337
2.4405	2.5	2.6045	2.5167
2.4578	2.6043	2.5229	2.4649
2.4782	2.5699	2.5911	2.4022
2.4514	2.652	2.562	2.5261
2.4987	2.5081	2.5989	2.5885
2.5065	2.5054	2.4984	2.54
2.4103	2.2887	2.4151	2.3428
2.8472	2.7059	2.8484	2.8553
2.4218	2.4175	2.4359	2.6385
2.6707	2.5176	2.5231	2.6681
2.6692	2.6634	2.7013	2.7364
2.5702	2.5581	2.75	2.5778
2.5915	2.5109	2.5184	2.5637
2.5398	2.4675	2.5053	2.4874
2.483	2.5359	2.5446	2.5025
2.4857	2.56	2.4563	2.5084
2.3223	2.3162	2.3666	2.2543
2.3477	2.4173	2.4168	2.3938
2.4448	2.4714	2.4388	2.4354
2.4944	2.4143	2.5849	2.5812
2.5101	2.578	2.4695	2.4738
2.3099	2.3461	2.3666	2.3852
2.6198	2.5926	2.6099	2.5735
2.7482	2.7421	2.6894	2.6684
2.6008	2.5432	2.5769	2.6112
2.7254	2.7042	2.6944	2.7406
2.5858	2.6284	2.613	2.6136
2.614	2.6201	2.7108	2.6422
2.4947	2.6021	2.4787	2.5733
2.6797	2.6575	2.7281	2.6335
2.6356	2.495	2.5647	2.5534
2.5285	2.4606	2.4365	2.4838
2.5068	2.3702	2.4717	2.3964
2.6958	2.6513	2.7001	2.6005
2.3609	2.4673	2.4231	2.4614
3.0977	3.0851	2.9166	3.0132
2.9517	2.7428	2.9358	2.7783
2.9012	2.818	2.8264	2.8286
3.2147	3.2739	3.3126	3.1407
2.9059	2.8899	2.7084	2.916
2.8346	2.8931	2.7036	2.7903
3.0904	3.0417	3.1984	3.0204
2.9554	2.85	2.8192	2.8842
2.7508	2.851	2.7645	2.7788
3.2594	3.2086	3.2167	3.1348
2.6257	2.6564	2.6195	2.527
2.8107	2.7999	2.665	2.8655
3.0573	3.1044	3.0275	3.1586
2.8296	2.9257	2.7422	2.572
2.3101	2.6888	2.5937	2.5017
2.6982	2.7681	2.8302	2.6933
2.842	2.7601	2.9328	2.8558
2.6998	2.7698	2.6505	2.8206
2.6822	2.6879	2.7147	2.646
2.793	2.7432	2.7646	2.6656
2.8209	2.8274	2.7899	2.8869
2.4815	2.6967	2.5802	2.5941
2.7591	2.8447	2.7424	2.8012
2.9103	2.8362	3.0316	2.691
2.7113	2.7684	2.6687	2.7954
2.6158	2.5667	2.6048	0
2.7248	2.7032	2.6805	0
2.5727	2.6508	2.5695	0
2.6212	2.3875	2.4832	0
2.7025	2.6465	2.6575	0
2.6351	2.7	2.5528	0
2.7413	2.81	2.6666	0
2.6987	2.6899	2.7976	0
2.6878	2.6465	2.6527	0
2.7934	2.8071	2.8404	0
2.5581	2.4977	2.5497	0
2.9109	2.7944	2.9653	0
2.7548	2.7039	2.762	0
2.8739	2.8744	2.9073	0
3.0036	2.9536	2.9453	0
2.7684	2.7367	2.7253	0
2.7506	2.7731	2.7453	0
2.6853	2.6698	2.7059	0
2.7163	2.6921	2.6705	0
2.6846	2.7249	2.7207	0
2.7953	2.8332	2.7192	0
2.6525	2.69	2.8216	0
2.8972	2.8227	2.8278	0
3.1671	3.0172	3.1187	0
2.7223	2.77	2.8983	0
