2.9226	3.0741	2.8445	3.0266
2.6589	2.763	2.8208	2.8239
2.9942	2.9139	2.9055	2.8437
2.9592	3.0202	3.023	2.9464
2.8287	2.7368	2.7727	2.8539
2.7424	2.7626	2.7161	2.8239
2.9061	2.8764	2.8153	2.811
2.8195	2.9381	2.8085	2.9167
2.9144	2.8572	2.8648	2.7247
2.8518	2.7868	2.8247	2.7855
2.8459	2.7594	2.8222	2.889
2.9325	2.7477	2.742	2.7243
2.6581	2.8392	2.7126	2.8285
2.7884	2.6271	2.7703	2.6157
2.4002	2.3493	2.3045	2.3167
2.9545	2.8501	2.8984	2.8446
2.6598	2.735	2.743	2.679
2.8734	2.8242	2.8444	2.8071
2.8629	2.6953	2.7375	2.8163
2.8502	2.9395	2.9895	2.9528
2.5542	2.5941	2.6097	2.6171
2.9117	2.92	2.8067	2.9289
2.9965	3.066	2.89	2.9117
3.0687	3.0409	3.1472	3.1184
2.8939	2.9396	2.9894	2.9096
2.6591	2.6727	2.6623	2.6581
2.4761	2.6808	2.5721	2.5309
2.8915	2.677	2.8014	2.8709
2.8355	2.8016	2.8392	2.875
2.6301	2.7023	2.6919	2.762
2.9345	2.8924	2.7608	2.8353
2.6631	2.7024	2.6712	2.7315
2.6609	2.684	2.6578	2.6693
2.8804	2.7622	2.8088	2.8444
2.755	2.8118	2.7699	2.7058
2.699	2.6468	2.7682	2.6821
2.6862	2.522	2.6176	2.6528
2.655	2.6279	2.4862	2.6286
2.4152	2.3727	2.4482	2.4902
2.3318	2.2553	2.3754	2.3311
2.3948	2.5004	2.3517	2.4575
2.8039	2.7201	2.8038	2.7239
2.6265	2.6856	2.6947	2.7214
2.5949	2.6947	2.6359	2.5373
2.6288	2.6261	2.5859	2.665
2.6348	2.6089	2.403	2.5023
2.3294	2.3405	2.4081	2.3369
2.9071	2.8325	2.9384	2.9592
2.3867	2.5954	2.5719	2.604
2.6876	2.7962	2.6261	2.675
3.1581	3.165	3.1113	3.0256
2.5835	2.8227	2.7142	2.6236
2.8096	2.6729	2.7889	2.6327
2.5719	2.6908	2.4765	2.5115
2.7461	2.5122	2.5932	2.5522
2.6684	2.6423	2.6742	2.588
2.6337	2.649	2.5175	2.6221
2.7175	2.7365	2.7784	2.7758
2.542	2.6625	2.6685	2.6636
2.6567	2.6276	2.6846	2.6815
2.626	2.6459	2.6563	2.6422
2.8937	2.8775	2.8452	2.805
2.7891	2.8479	2.7868	2.8648
2.6904	2.7804	2.5126	2.8053
2.8069	2.7644	2.7253	2.6889
2.6248	2.5332	2.5241	2.5678
2.6672	2.7534	2.7675	2.6918
2.3665	2.4057	2.3839	2.3942
2.697	2.7367	2.5753	2.6701
2.8327	2.8338	2.6717	2.8073
2.5974	2.4896	2.4545	2.5957
2.6823	2.8822	2.8696	2.9153
2.6804	2.5488	2.7356	2.5951
2.6493	2.6544	2.7052	2.5477
2.4888	2.4632	2.4262	2.4927
2.757	2.6508	2.8107	2.678
2.6888	2.7426	2.7838	2.6281
3.122	2.9381	3.0569	3.126
2.5944	2.6612	2.8377	2.8231
2.5059	2.5787	2.5549	2.5863
2.8175	2.7769	2.8745	2.7972
2.7511	2.7256	2.753	2.7415
2.722	2.7625	2.5662	2.7009
2.7924	2.7637	2.8177	2.7337
2.9237	2.8461	2.8195	2.8296
2.6121	2.8235	2.655	2.7844
2.4962	2.3182	2.3962	2.2119
2.4332	2.3575	2.3201	2.5424
2.7818	2.7999	2.6118	2.829
2.8193	2.8295	2.6883	2.7774
3.0388	2.8671	2.9436	2.9209
2.7665	2.8524	2.8199	2.8014
2.928	2.9242	2.8828	2.885
2.7408	2.7217	2.6783	2.6426
2.7076	2.7626	2.7834	2.7742
2.5191	2.5687	2.4448	2.6091
2.3348	2.4439	2.4614	2.4221
2.8366	2.806	2.9874	2.7998
2.8172	2.8683	2.7724	2.8493
2.725	2.6807	2.6787	2.7498
2.6193	2.7157	2.6239	2.6258
2.6317	2.5077	2.6052	2.5756
2.64	2.657	2.6732	2.6265
2.8282	2.7698	2.6817	2.7992
2.3516	2.4052	2.4965	2.4341
2.5617	2.6583	2.6514	2.6381
2.8204	2.7169	2.807	2.7631
2.5327	2.5258	2.5446	2.5285
2.7434	2.76	2.7358	2.6512
2.6401	2.619	2.652	2.6777
2.5851	2.614	2.6621	2.6786
2.6072	2.7433	2.6947	2.6772
2.7143	2.6794	2.6594	2.6902
2.6266	2.6854	2.6579	2.6106
2.557	2.5963	2.4856	2.4744
2.7986	2.8233	2.7514	2.7434
2.6991	2.6168	2.639	2.635
2.8771	2.8722	2.8067	2.7941
2.6835	2.6978	2.6915	2.7864
2.592	2.6178	2.5397	2.6409
