2.6871	2.6931	2.7857	2.6734	3.098	2.8736	2.6434	3.0447	2.679	2.7453
2.3654	2.198	2.2755	2.307	2.3187	2.2516	2.3388	2.2952	2.3909	2.1525
2.1637	2.1103	2.1758	2.243	2.2214	2.1382	2.3562	2.3024	2.2665	2.1144
1.8245	1.9287	1.9386	1.858	1.9223	1.6681	1.6913	1.988	1.9412	1.8721
1.885	1.9109	1.6658	1.8265	1.7434	1.8301	1.8269	1.7517	1.6926	1.8814
2.5635	2.695	2.5325	2.7367	2.6724	2.8616	2.6492	2.6701	2.6073	2.7381
2.1809	2.4522	2.3625	2.3471	2.3662	2.2449	2.3912	2.2729	2.3891	2.2623
1.8427	1.7767	1.6111	1.6541	1.4456	1.7095	1.6475	1.5883	1.6034	1.643
2.2831	2.4534	2.5422	2.4318	2.2774	2.3297	2.4653	2.5177	2.357	2.7031
1.6627	1.7254	1.6437	1.7275	1.6259	1.5835	1.853	1.8707	1.799	1.5765
2.1859	2.2053	2.2959	2.2966	2.3007	2.2506	2.2139	2.373	2.3498	2.4703
2.4741	2.3304	2.6068	2.469	2.596	2.7339	2.4282	2.4906	2.6382	2.4016
2.5245	2.4769	2.6682	2.5398	2.4727	2.5215	2.4377	2.5343	2.4961	2.6332
1.9935	1.9475	1.919	2.0113	1.9578	1.93	1.8323	1.9548	1.9547	1.8123
2.3241	2.2342	2.1735	2.1207	2.212	2.2446	2.1178	2.2352	2.0937	2.2566
2.6682	2.5965	2.8474	2.5783	2.5319	2.5428	2.7345	2.6586	2.6655	2.6851
1.8155	2.0093	2.0661	2.0024	1.913	1.9609	2.0462	1.8821	1.9502	1.9438
2.2523	2.1452	2.2377	2.2229	2.1387	2.0447	2.1603	2.1926	2.0828	2.0249
2.2998	2.2173	2.105	2.1179	2.2755	2.3035	2.225	2.2573	2.2517	2.3258
2.8814	2.7278	2.7972	3.0499	2.855	3.0481	2.8233	2.9815	2.9164	2.9491
2.5405	2.435	2.3426	2.4858	2.3563	2.4888	2.509	2.4689	2.586	2.3251
2.4099	2.4702	2.3643	2.5388	2.4491	2.4174	2.3971	2.5649	2.5843	2.3778
2.4204	2.345	2.4406	2.4485	2.3715	2.2107	2.1827	2.2218	2.3115	2.4186
1.8923	1.8647	1.8499	1.8688	1.861	1.8893	1.9453	1.7741	1.789	1.9505
2.3684	2.1269	2.1699	2.3274	2.4611	2.2007	2.152	2.3477	2.1982	2.2976
2.1505	2.1825	2.3289	2.2153	2.3132	2.2523	2.2439	2.2496	2.2117	2.2733
1.7242	1.6991	1.6749	1.8677	1.6877	1.755	1.8391	1.6551	1.755	1.7756
2.1253	2.1878	2.1614	2.1329	2.0948	2.0802	2.1561	2.2212	2.0944	2.0614
2.0977	2.1277	2.156	2.0036	2.1037	1.9415	2.0992	2.1384	2.0698	2.0708
1.9316	1.9734	2.0546	1.8996	1.9328	1.984	1.942	2.0541	1.8011	1.9093
2.274	2.1894	2.0315	2.1219	2.2125	2.2215	2.2795	2.1939	2.1118	2.3132
2.0432	2.0768	2.0011	2.1496	2.0781	1.9377	2.1164	2.2126	2.2207	2.1418
1.6801	1.6076	1.6967	1.6475	1.6684	1.6652	1.8142	1.6893	1.6989	1.6024
1.7923	1.766	1.9072	1.6392	1.8489	1.8737	1.7986	1.6909	1.7609	1.7718
1.7145	1.9501	1.7005	1.7618	1.9341	1.8925	2.0696	1.9667	1.7791	1.8701
3.4282	3.3124	3.367	3.3973	3.5032	3.3473	3.5221	3.2022	3.2385	3.4215
2.2545	2.4278	2.3873	2.3916	2.4995	2.4795	2.5466	2.3158	2.1829	2.4042
