2.041	2.1527	2.1005	2.0863	2.1553	2.2015	2.093	2.205	2.082	2.1568
1.9546	1.8341	1.8908	1.9032	1.7448	1.9037	1.8407	1.8694	1.9016	1.844
2.2088	2.1947	2.2849	2.0725	2.1093	2.106	2.1726	2.1894	2.2528	2.1223
2.0994	2.012	1.9843	1.7759	2.1319	1.983	2.078	1.9728	2.0029	2.0102
2.2573	2.147	2.2317	2.2584	2.1614	2.3497	2.2839	2.1865	2.2511	2.3585
1.9624	2.0139	1.8166	2.0286	1.9313	2.0177	1.9958	2.1056	2.0325	1.9004
1.6453	1.7749	1.6958	1.7986	1.768	1.757	1.7324	1.8264	1.7097	1.7538
1.9564	2.0876	2.0048	2.0547	2.0071	1.8683	2.0586	2.037	2.0246	2.0792
2.4078	2.2758	2.4857	2.2892	2.5426	2.2533	2.3366	2.5416	2.3565	2.3761
2.1879	2.0834	2.078	2.2253	2.1147	2.0821	2.1086	2.0202	2.1092	2.0129
1.9382	1.8669	1.859	1.9188	1.9067	1.9271	1.9075	1.9202	1.9068	1.9085
2.0299	1.9531	1.9909	1.9104	1.9271	1.9656	1.9646	1.9018	1.9601	1.9789
2.0804	2.0991	2.0927	1.9892	2.1128	2.127	2.0945	2.1017	2.1416	2.0413
1.8983	1.9557	1.9459	1.9516	1.892	1.8025	1.8696	1.86	1.8276	1.896
1.9997	1.9345	1.8922	2.0588	2.0594	1.938	1.9044	1.9377	1.8902	1.9369
2.404	2.4185	2.513	2.3741	2.4535	2.3958	2.3289	2.4745	2.43	2.3478
2.7007	2.6083	2.4627	2.6157	2.557	2.5507	2.5572	2.5986	2.52	2.6104
2.2353	2.247	2.278	2.2802	2.3516	2.2952	2.249	2.3813	2.2584	2.3129
1.9649	1.9448	1.8868	2.0344	1.9152	1.9477	2.0262	1.8683	1.8458	2.0295
2.3431	2.3905	2.4755	2.4306	2.5437	2.4172	2.3002	2.5234	2.3963	2.5649
1.8725	1.9049	1.8966	1.8255	1.9354	2.0199	1.9536	2.0263	1.9366	2.004
1.9768	2.183	2.2394	2.2529	2.1158	2.1284	2.1603	2.1882	2.1543	2.2414
2.0654	2.1298	1.8955	1.8768	1.988	1.9725	1.9688	2.115	1.8929	2.0138
1.6772	1.6991	1.7054	1.7028	1.6807	1.7933	1.7817	1.7583	1.8249	1.7511
2.0405	1.9221	1.8674	1.908	1.8846	1.8864	2.0003	1.9698	2.0076	2.0274
1.322	1.3854	1.3672	1.383	1.382	1.3232	1.2835	1.3803	1.3432	1.3402
1.5233	1.5518	1.5716	1.4573	1.4795	1.558	1.567	1.5619	1.5819	1.5986
1.7553	1.9265	1.862	1.4153	1.7588	1.7325	1.7172	1.7633	1.7545	1.9064
