2.6085	2.6459	2.7723	2.6629
2.7173	2.666	2.7182	2.6246
2.8694	2.7936	2.9142	2.8687
2.5686	2.6077	2.5109	2.6419
2.9421	3.0196	3.148	2.9828
2.914	2.7944	2.8141	2.8301
2.8853	2.9212	2.7835	2.9589
2.9338	2.961	2.8279	2.8037
3.111	3.113	3.0243	3.0459
2.8518	2.9821	2.8679	2.9467
2.9942	3.0632	3.0144	2.9772
2.8659	2.8316	2.8513	2.8117
2.8416	2.7802	2.7513	2.7491
2.9234	2.9378	2.914	2.9423
2.9727	2.9172	2.9427	2.758
3.1615	3.0279	3.0431	3.0414
2.8544	2.8597	2.8834	2.7379
2.7343	2.6705	2.7811	2.7696
2.6847	2.5953	2.6691	2.7
2.6682	2.6741	2.6645	2.7043
2.8089	2.7305	2.745	2.79
2.6439	2.6406	2.5833	0
2.7904	2.7514	2.7189	0
2.8122	2.7615	2.7655	0
2.5344	2.6298	2.7326	0
2.7399	2.8019	2.762	0
2.6709	2.6974	2.4625	0
2.8031	2.7236	2.761	0
2.9362	3.01	2.8797	0
2.6219	2.6473	2.5577	0
2.4864	2.5588	2.5173	0
2.7565	2.7612	2.6686	0
2.6099	2.6358	2.5277	0
2.7631	2.6834	2.7683	0
2.5538	2.5839	2.6344	0
2.5476	2.5853	2.6015	0
2.795	2.8439	2.7879	0
2.7478	2.8052	2.7776	0
2.6427	2.6053	2.6421	0
2.4697	2.365	2.4633	0
2.3981	2.3661	2.3798	0
2.5145	2.5548	2.6823	0
2.6873	2.6086	2.6405	0
2.7229	2.7369	2.708	0
2.664	2.7072	2.8089	0
2.7961	2.8681	2.8503	0
2.6428	2.6755	2.6942	0
2.5742	2.5347	2.6402	0
2.7635	2.7389	2.7661	0
2.5404	2.8615	2.744	0
2.6528	2.8303	2.7818	0
2.705	2.7362	2.7124	0
2.7452	2.7699	2.651	0
2.6992	2.7047	2.7351	0
2.4056	2.4334	2.5323	0
2.8264	2.6445	2.7897	0
2.55	2.6267	2.654	0
2.7964	2.8625	2.9184	0
2.9516	2.829	2.971	0
2.751	2.8299	2.8107	0
2.8903	2.8217	2.7828	0
2.8661	2.8679	2.8734	0
2.7908	2.7812	2.7322	0
2.7546	2.8571	2.7398	0
2.6935	2.5561	2.5903	0
2.9261	2.7326	2.897	0
2.9805	3.0638	3.0729	0
2.9843	3.1264	2.8797	0
3.1295	2.9145	3.0801	0
2.9383	2.9225	2.9613	0
2.9366	2.8743	2.9341	0
2.9891	2.9332	2.8568	0
2.7622	2.8344	2.8177	0
2.777	2.9154	2.8758	0
2.7963	2.9212	2.7476	0
2.7537	2.9661	2.7849	0
2.7089	2.7114	2.6982	0
2.9725	3.0535	2.764	0
2.7142	2.8261	2.6657	0
