5.5777	0.0049855	0.21417	0.019964	0.99842	0.66793	0.82298	0.60235	2.4968	14.986
9	0.0061093	0.19864	0.022385	1	0.78371	0.96601	0.91124	3.0554	14.999
5.8754	0.014577	0.18283	0.01	0.96886	-0.04897	0.96441	0.37687	2.4377	14.855
5	0.005	0.2	0.016425	0.5	0.8	0.93333	0.66667	3.3333	15
5.5784	0.0052301	0.30963	0.019425	0.97483	0.54961	1.0288	0.39997	2.5503	15.23
3	0.42654	0.3	0.02	2	0.8	1	0.3	5	12.476
3.2183	0.0052102	0.28344	0.021111	4	0.92229	0.72264	0.34769	3.0694	7.6202
3.8068	0.001	0.22671	0.022492	2.2841	0.32976	0.4754	0.065694	1.3613	15.034
4.3449	0.02	0.2	0.018826	4	0.8	0.8	0.098494	3.3334	40
3.848	0.010237	0.21652	0.022221	3.1461	0.34949	1.111	0.32783	11.479	14.112
3.4052	0.005	0.4	0.023333	2.8193	0.53333	1	0	2.5	10
5.2042	0.01	0.16667	0.02	2.6994	0.28277	0.80002	-9.381e-06	2.5	9.9999
3	0.005	0.3099	0.03	2.3411	0.6081	1	0.068774	2.5	15
3.713	0.041595	0.19105	0.019167	2.0692	0.54276	0.77499	-0.2247	3.2685	34.472
3	0.005	0.20382	0.01	1.4959	0.27942	0.8	0.19867	2.5	15
3	0.03	0.20605	0.02	1	0.8	1	-10	4.9999	40
5.3032	0.010488	0.30971	0.02	4	0.88952	0.99999	0.025414	5.5556	16.273
5.4306	0.01	0.2	0.02	1.1901	0.8	1	0.3	2.5	15
4.8959	0.01466	0.25225	0.019922	3.8933	0.97863	0.97287	-0.30729	3.8101	12.765
3	0.01	0.3	0.03	2	0.8	1	0.3	3.5	15
5.2899	0.022123	0.20324	0.01	1.0133	0.34613	0.98115	0.14667	5.565	15.556
3.582	0.0059941	0.19168	0.024504	0.92374	0.36843	0.89468	0.40021	2.6843	15.696
3.2725	0.02181	0.1	0.02	0.95833	0.22315	1	0.5	2.5303	20
3.2768	0.023612	0.12939	0.013155	0.9435	0.43385	0.81457	0.28005	2.823	15.524
3.7073	0.01	0.21024	0.02	1.0323	0.36311	0.99999	0.46892	2.5	7.7111
10	0.01	0.1	0.01	1	0.4	0.8	0.3	2.8861	20
10	0.005	0.2	0.02	1.5	0.37439	1	0.4	3.3333	15
7.3262	0.0057457	0.18417	0.021864	0.91844	0.55778	1.0932	0.26144	2.7624	14.254
