0.1	0.347	0.25036	0.019722	0.98785	1.0438	0.30279	0.21902	0.98611	0.35056	3.3009	16.664
4.702	0.019275	0.39857	0.020145	1.0185	1.3112	1.0882	-0.20252	1.0212	0.78516	2.4629	20.223
0.1	0.0088116	0.099999	0.025	0.78125	1.2188	0.375	0.19306	0.75	0.4625	2.8424	13
6.4698	0.019638	0.29785	0.027058	1.2906	2.0644	1.0828	-0.58951	1.0736	0.56414	2.6287	11.521
5.4008	0.021625	0.25	0.018333	1.1667	0.96054	1.1667	0.17351	0.77095	1.1851	2.5	15
3.9199	0.0058333	0.19513	0.017597	0.95733	0.81634	0.52778	0.94281	1	1.8031	3.7778	33
0.61446	0.0092097	0.19468	0.021026	0.99922	0.95513	0.53978	0.80585	0.72132	1.1763	2.7018	14.59
3	0.005	0.2	0.02	0.99999	1	0.63245	0.8	1	1.3861	2.7877	10
5	0.011053	0.29444	0.020967	1.202	0.45647	0.77909	0.8	0.88892	0.82886	3.7303	12.402
6	0.01	0.26799	0.01	1.2209	0.97875	1	0.67607	0.77281	1.2937	3.8178	30
3.1044	0.001	0.19685	0.013314	1.0025	0.98109	0.25	0.79023	0.96565	0.33524	2.505	9.8872
5.8062	0.005	0.41338	0.021252	1	0.87086	1.0011	1.0667	0.64821	0.21667	3.9314	40
5	0.0042729	0.20612	0.02	1	1	1.0025	0.73797	1	0.43333	2.5	15
3	0.001	0.27735	0.033077	1	1	0.64348	0.963	1	0.32321	3.3333	15
2.55	0.005	0.2	0.03	1	1	0.5	0.8	0.8	0.3	2.5	10
4.1675	0.004979	0.22048	0.01	1.1642	0.80664	0.81799	1.1258	0.80236	0.49803	3.3287	177.32
3.6554	0.001	0.23333	0.018333	1.0729	0.25	1.0254	1.1166	0.91666	0.43467	2.3542	15.667
6.5818	0.0040162	0.3229	0.01	1.1575	0.87183	1.1294	1.0766	0.99765	0.43099	2.8388	16.172
4.8882	0.0047462	0.3821	0.025667	1.104	0.73925	0.55942	1.1503	1.1188	0.35514	5.8065	30.951
7	0.0039716	0.3	0.02	1	1	1	1.0667	1	0.3	3.5	15
3.8872	0.001	0	0.02719	0.62728	0.62728	0.49773	1.587	1.4681	0.67312	1.7546	11.592
