4.0248	0.001	0.26041	0.01	1.9525
5.2622	0.001	0.37948	0.018426	2.7659
8.6377	0.001	0.49988	0.019802	4.4531
3.3485	0.001	0.21348	0.01505	2.2508
5.2189	0.001	0.31131	0.015556	2.9505
4.9048	0.001	0.2	0.01	1.2864
6.6389	0.01	0.1	0.020716	1.362
10	0.0033201	0.45847	0.030741	2.6745
6.6667	0.0051088	0.1922	0.02555	1.9902
6.628	0.001	0.23598	0.014153	1.2471
0.1	0.017941	0.25029	0.073196	1.0024
0.1	0.011492	0.2	0.02314	1.2588
5.1204	0.011911	0.21632	0.020816	1.1924
0.1	0.01444	0.2	0.037693	1.362
5.2198	0.18026	0.19603	0.02425	1.0713
2.0333	0.01	0.86843	0.022068	1.9807
1.6335	0.02201	0.89362	0.013125	1.7241
0.58341	0.026797	0.51921	0.22424	0.79148
4.1941	0.013475	0.78387	0.017646	2.0231
7	0.011667	0.8	0.032034	3.3817
1.7065	0.001	0.54325	0.011723	1.9526
2.9411	1	0.56077	0.073112	2.3912
2.1135	0.0056385	0.44882	0.10546	1.6719
4.7459	0.48198	0.38664	0.04156	1.4622
2.5405	0.0049125	0.47083	0.01	1.3627
7.5273	0.001	0.32721	0.02	2.7241
7.663	0.005	0.40738	0.01	2.2129
10	0.001	0.3	0.019298	1.362
10	0.0067064	0.37882	0.019728	2.1784
6.7354	0.001	0.40291	0.025032	2.3342
5	0.01	0.2	0.02	1.362
9.2651	0.0034167	0.27694	0.018591	1.5521
7.0228	0.020033	0.19865	0.021927	1.5021
8.1331	0.02	0.25656	0.022071	1.362
7.1204	0.011378	0.24422	0.017078	1.3319
6.5264	0.001	0.4	0.021123	1.362
4.152	0.0099648	0.3009	0.030078	1.3598
10	0.0010021	0.61687	0.034107	2.1619
7.0021	0.009719	0.20008	0.02001	1.3622
3	0.005	0.20668	0.01	1.4746
2.6692	0.01	0.4	0.02	1.362
4.4195	0.0052671	0.26503	0.016942	1.3569
7	0.01082	0.1	0.02	1.135
5.328	0.009198	0.27772	0.01	1.135
4.9	0.01	0.25354	0.02	1.135
2.5042	0.99999	0.3	0.02	2.7241
4.6577	0.0066309	0.27831	0.04	3.3817
0.1	0.011824	0.42247	0.063941	3.1862
8.975	0.001	0.65207	0.01	1.9526
5.8974	0.0082525	0.40808	0.01	1.9764
5.2778	0.010324	0.36499	0.01	2.7241
3.296	0.028398	0.56145	0.01558	1.9017
3	0.001	0.523	0.04	1.8896
3.2399	0.02	0.4	0.015	1.5813
3.8534	0.001	0.70103	0.030532	2.0232
7.5713	0.005	0.41803	0.01	4.3317
2.1712	0.021609	0.2182	0.033836	1.4893
3.7777	0.001	0.34002	0.021507	2.2607
3.0899	0.01	0.2	0.03	1.9827
2.656	0.0069809	0.26922	0.02273	1.6545
2.2757	0.020968	0.17879	0.014444	1.2747
7.6392	0.015	0.2	0.02	1.135
5	0.01	0.2	0.02	1.362
7	0.01	0.28426	0.016667	2.9475
2.55	0.001	0.2	0.020383	1.3621
