5	0.005	0.019444	1	0.8	1	0.3	5	15	0.2	0.2	0.033333	0.2
8.1953	0.0036666	0.010833	0.87348	0.55817	1.1774	0.30642	4.3753	6.7144	0.22993	0.4497	0.14074	0.13333
8.6978	0.0041774	0.022711	0.78013	0.41726	0.79372	0.10045	4.9496	15	0.17769	0.20303	0.18954	0.22675
7.4466	0.01	0.015018	0.97772	0.4776	1.0037	0.049383	4.798	8.9729	0.1	0.25726	0.11053	0.13714
8.9551	0.0074491	0.026296	0.98174	0.74024	0.8	0.25107	4.8926	10	0.24444	0.26438	0.12778	0.35926
4.2501	0.0071795	0.022189	1.3344	0.8	0.8	0.3	2.5	15	0.2	0.2	0.16667	0.19214
0.1	0.24958	0.015013	0.43661	0.79894	0.92046	0.39915	3.4971	15.011	0.16623	0.2197	0.2712	0.17523
2.8881	0.010935	0.02	1	0.8	0.8	0.3	2.5	15	0.2	0.2	0.27014	0.2
2.6032	0.0105	0.013334	1.0556	0.8	0.8	0.33333	2.5926	15	0.18889	0.19388	0.2	0.23595
3.3936	0.014092	0.01	0.99999	0.75657	1	0.24257	3.7037	30	0.26858	0.16102	0.2	0.2
7.6094	0.0013457	0.026296	0.84722	0.93138	0.63589	0.39096	2.9923	17.444	0.13333	0.10062	0.20516	0.10463
3.905	0.001	0.01	0.62498	0.80003	0.80003	0.29998	2.5001	15	0.20001	0.24244	0.20001	0.10001
7.9949	0.0050078	0.021083	1.0556	0.85677	1.0013	0.30084	3.5029	8.6169	0.20008	0.20051	0.20022	0.26657
7	0.0017533	0.015	1	0.8	1	0.3	2.4718	15	0.2	0.2	0.2	0.2
4.7826	0.001	0.01	0.75289	0.81274	1.0369	0.2994	3.3005	14.887	0.20472	0.25527	0.16935	0.19455
5.1959	0.001	0.01	1	0.5083	0.95044	-0.080099	2.7334	15	0.2	0.2	0.2037	0.1946
5.8436	0.001	0.014178	1	0.32851	1.3333	0.14662	3.3333	15	0.2	0.2	0.2	0.24573
8.2824	0.0090768	0.019444	0.72796	0.69758	1	0.3	3.7063	20	0.2	0.2	0.2	0.4
5	0.001	0.01	1	0.69594	1	0.3	2.5	20	0.26487	0.2	0.2	0.27064
1.1563	0.001	0.01	0.72071	0.5274	1.2764	0.66667	4.6667	15	0.17174	0.2	0.2	0.15556
10	0.0090557	0.030139	0.55641	0.045129	0.34374	0.88021	4.2205	19.056	0.32444	0.40278	0.20139	0.3485
4.9197	0.01049	0.024195	0.35859	0.50589	0.89065	0.4177	3.6174	30.218	0.26915	0.21089	0	0.22429
5.9421	0.010555	0.02	0.45833	0.26182	0.88889	0.4	6.8041	30	0.21919	0.1	0.11999	0.24249
7.5123	0.0071828	0.01	1	0.46476	0.71762	0.3	2.5848	20	0.2	0.2	0.28152	0.15714
7	0.005	0.02	0.91818	0.24098	0.52624	0.78257	3.5	20	0.36498	0.2	0.1	0.2
