2.8389	0.005	0.15	0.02	2.0328	1	0.625	0.8	1	0.6	2.5911	15
3.7927	0.001	0.2	0.01	0.91404	0.99999	0.69378	0.67445	0.97476	0.3	2.5	15
2.5588	0.010054	0.20029	0.01994	1.0815	1.0026	0.94236	0.58647	0.99701	0.25222	3.3386	15.024
7.1754	0.005422	0.20756	0.014269	0.99241	1.1144	0.50434	0.64641	1.3232	0.26764	2.4848	16.743
4.5	0.001	0.2	0.01	0.875	1	1	0.8	1	0.3	2.5	15
7.6623	0.001	0.49685	0.01835	0.653	1.0009	1.0344	0.78352	0.78844	0.29279	2.5018	11.675
4.9357	0.012112	0.21307	0.024355	1.2945	1	1.0594	0.8	0.38569	0.3	2.5	30
6.2377	0.0052586	0.20002	0.023333	1.0461	1.0442	1.1379	0.39997	0.7505	0.89391	2.7777	15
10	0.001	0.21952	0.02	1	0.95833	1.1667	0.57133	0.73394	0.2185	2.5	15
7	0.01	0.1	0.02	1	1	1	0.8	1	0.3	2.5	15
2.8338	0.0056154	0.2949	0.017514	1.1831	0.81695	1.1831	0.98828	1.2092	0.43598	3.9707	17.803
4.2882	0.0054812	0.31807	0.018797	0.94737	1.0303	2.0827	0.85413	0.93985	0.3391	2.6053	6.6547
3	0.005	0.20439	0.01	2.036	1.1647	1.0556	0.8018	1.0473	0.55556	3.3333	20.047
2.9847	0.0062814	0.20467	0.01	1.667	1.3003	1.0002	1.0005	1.0082	0.30534	3.9459	14.934
3.1289	0.008719	0.2854	0.016674	1	1.3897	1.2027	1.0667	1.3333	0.3	4.6666	20
2.3155	0.56551	0.24909	0.033875	0.99999	1.176	0.25	0.8	1.6	0.4	5	16.667
3.6787	0.002148	0.4	0.01	1.0398	1.1187	1	0.92009	1	0.3	2.5	15
2.8389	0.01	0.33338	0.025777	1	1	0.95833	0.72672	1	0.4	3.3333	15
2.7265	0.001	0.38513	0.010863	1.1436	1.3357	0.99472	0.80752	1	0.66667	2.5	20
5	0.001	0.27578	0.02	1	0.875	0.99999	0.8	0.78003	0.27793	3.3333	15
5.025	0.001	0.16322	0.017502	0.60286	1.4375	0.55032	0.15763	0.5	0.625	4.625	11
7	0.001	0.28033	0.03549	1	0.875	1	0.8	0.51524	-0.072391	4.6667	15
8.9928	0.001	0.20064	0.019928	0.99685	0.99686	1.0056	0.63735	0.58411	0.39767	3.3862	14.971
3	0.0032923	0.3	0.02	1.0264	1.0994	0.65057	0.6454	0.86783	0.6	5	20
3.0104	0.001	0.19981	0.01	1.1613	1.0254	0.49691	0.43998	0.79443	0.60402	3.4861	13.181
4.9059	0.005	0	0.02	2.3766	0.45161	0.5	0.8	1	0.3	3.5889	15
7	0.002	0.18889	0.04	1.0454	1	0.95932	0.8	1.3333	0.16223	2.5	7.9923
8	0.0023333	0.3	0.02	1	0.99999	0.5	1.1111	1	0.3	3.611	15
7.0348	0.001	0.19874	0.019874	1.0062	0.99229	1.0077	0.80793	0.99119	0.30573	2.4846	15.07
6.425	0.001	0.3	0.02	1.1667	0.8143	1	0.8	1	0.3	2.5	15
8.4359	0.01	0.48768	0.02	1	2.3461	1.6472	0.8	1	0.3	2.8093	15
10	0.02241	0.19921	0.02	1.8409	2.0884	1.2369	0.8	1.3333	0.31111	4.6667	32.616
4.4641	0.003	0.37778	0.02	2	1.3043	1.1667	0.76628	1.1111	0.3	5.5555	13.333
3	0.0071091	0.2	0.01	1.3695	2.2451	1	0.53333	1	0.4	2.5	13.333
2.5125	0.0145	0.11062	0.065579	3.6354	1.2188	0.89792	0.49433	0.75	0.5	2.0625	13
6.1325	0.001	0.38698	0.023575	1.0639	1.176	1.2578	0.21008	0.67753	0.34098	3.6899	29.759
2.597	0.001	0.16798	0.022069	0.65277	1.47	1.0143	0.13823	0.40682	0.86667	2.8333	15
7.2176	0.0095468	0.20131	0.022491	1.1657	0.99907	0.99942	-0.14593	0.79076	1.4065	5.2856	7.0308
3.9652	0.0050037	0.28208	0.019997	1.0005	2.0005	0.99959	-0.43257	0.8829	1.3497	5.0011	20.889
6.112	0.001	0.38875	0.014982	0.87742	1.5511	1.2233	0.44789	0.64936	0.21926	3.8146	16.151
4.1311	0.005	0.46445	0.023333	2	1.1667	1	0.39025	1	0.5	2.5	6.1943
3.0935	0.02254	0.21963	0.018333	0.95833	1	1	-0.30398	1	0.3	2.5	6.5077
7	0.0036844	0.4	0.024092	1	1.0214	1	0.36411	1	0.3	3	30
4.2887	0.014126	0.32953	0.017316	1	0.76533	1	0.46087	1.3333	0.3	2.5	15
10	0.011107	0.22034	0.019962	2.0018	0.98918	1.1647	0.67858	0.61419	0.30126	1.458	-8.3204
5	0.02	0.2	0.02	1.2056	2	1.1374	0.8	0.50814	0.3	2.5	11.69
10	0.01	0.16667	0.02	1	1	1	0.4	1	0.3	2.5	10
4.293	0.023891	0	0.03214	1.4375	1.4375	1.2539	0.35	0.5	0.49589	1.625	12.75
7.4895	0.001	0.44522	0.010694	0.5625	1.4375	1.9863	0.98212	0.61667	0.625	3.375	7.25
5	0.0058333	0.26588	0.03	1	1	1	0.4	0.71698	0.3	2.5	15
2.8415	0.001	0.15378	0.031106	0.75	2.0928	0.87495	1.0965	1.0001	0.51412	2.5001	14.999
3.2032	0.001	0.2	0.020741	1.2897	2.5364	0.76263	0.90687	1	0.28857	2.87	11.944
3.0828	0.0063581	0.18078	0.021998	1	1.6667	1.0201	0.8	1	0.3	2.5	10
3	0.005	0.20543	0.02	1	2	1	1.0878	1	0.4	3.3333	20
6.9537	0.001	0.4	0.01	1.2071	1.325	0.5625	1.25	0.59431	0.625	4.625	11
6.954	0.01	0.29852	0.022018	1	1.0368	0.83333	0.71111	0.54928	0.3	2.5	15
7.5253	0.0068527	0.24393	0.023544	0.8977	0.86451	0.63227	0.97048	0.27758	0.78323	2.806	18.121
9.6466	0.01	0.6	0.01	1	1.1535	0.46957	0.8	0.8	2.3534	2.5	15
10	0.001	0.16807	0.02	1.0553	1.0815	0.78167	0.86359	0.34702	0.47377	3.1131	15
10	0.005	0.2	0.01	0.90084	0.7909	0.6755	0.8	0.39107	1	3.5575	8.8148
3.3636	0.01715	0.31128	0.022658	1.2654	1.2434	0.75657	1.0504	1.0378	0.27546	2.9869	20.226
2.7464	0.016365	0.20009	0.01999	1.0005	1.0005	1.0005	0.49138	0.99949	0.30034	2.7317	5.5423
2.8389	0.02	0.2	0.03	1	1.2216	1	0.8	1	0.3	2.5	15
3	0.023333	0.24017	0.016667	0.625	1	1.1667	0.71111	0.84431	0.19915	2.5	15
2.5506	0.001	0.31437	0.020197	1.0156	1.0156	1.0156	0.38749	0.79836	0.31162	2.4687	8.0789
6.0023	0.010037	0.40071	0.023365	0.99896	0.94801	1.264	0.65955	1.3345	0.3027	5.1823	15.009
7.3238	0.0050391	0.26272	0.029805	0.99736	1.0753	1.9957	-0.23532	0.85124	0.22343	3.511	-0.091524
4.8797	0.0048888	0.27423	0.01	1.0869	1.0087	1.8108	-0.27777	0.93747	0.3	2.5	15
4.3623	0.0053212	0.20925	0.018431	1.1613	1.0053	0.9947	0.10944	1.2842	0.29606	5.1731	5.9126
3	0.01	0.38587	0.020343	1	1	1.3347	0.022169	1	0.27157	3.3333	4.4353
3.8693	0.001	0.22068	0.036782	1.1383	1.3832	0.39797	0.43829	0.90709	0.84854	2.8571	117.33
3.7207	0.001	0.23121	0.014107	1.3995	1.7708	0.40774	0.43669	0.94999	1.3444	3.6048	13.667
1.55	0.0037871	0.14165	0.017092	1	2	0.95833	0.37916	0.72301	0.95	2.5	30
2.5167	0.001	0.18866	0.018199	0.95833	1	0.80661	0.6852	1	0.39227	5	15
1.8758	0.0050184	0.17997	0.028039	1.0035	2.6707	0.52313	0.69126	0.9977	0.34481	3.3407	39.933
4.1833	0.0038147	0.099999	0.023501	0.99999	1	1.0246	0.88889	0.73351	0.6	2.5	15
4.8191	0.0012594	0.19414	0.021925	1.1886	0.88297	1.1886	0.24914	0.78448	0.44008	2.8771	16.724
7.418	0.001	0.2	0.01	1.1436	1	1.46	0.8	1	1	2.5	6.5845
4.3253	0.001	0.25	0.02	1.2203	1	1	0.8	0.69485	0.5	2.5	10.909
3.07	0.001	0.21685	0.033875	2.0197	1.0197	1.0197	0.79786	0.58051	0.31463	2.0281	21.482
8.2473	0.01	0.28316	0.01	0.91407	0.99999	0.94476	0.45586	0.84387	0.4	2.5	6.7816
6.1211	0.010002	0.23693	0.01	1.0001	1.5175	0.81958	0.40007	1.0001	0.30006	3.3335	15.001
3	0.010219	0.16722	0.02	1.1667	1	0.80549	0.49577	1	0.4	2.5	15
