10000	3.9784	0.0047739	0.02	1	1	0.4	1	0.3	7.4642	20	1	0.3	7.4642	20	1	0.3	7.4642	20	1	0.3	7.4642	20	-0.27747	0.5	0.15	3.7321	10	0.5	0.15	3.7321	10	0.5	0.15	3.7321	10	0.5	0.15	3.7321	10	-0.13874	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
10000	7.2646	0.0030989	0.028634	1	1	0.57869	0.69721	0.14017	5.3579	16.967	0.69721	0.14017	5.3579	16.967	0.69721	0.14017	5.3579	16.967	0.69721	0.14017	5.3579	16.967	0.45628	0.791	0.15902	6.0787	19.25	0.791	0.15902	6.0787	19.25	0.791	0.15902	6.0787	19.25	0.791	0.15902	6.0787	19.25	0.51766	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231	0.076231
10000	7	0.0034839	0.01	1	1	0.8	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	0	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	1	0.187	3.3333	16.667	0	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554	0.07554
10000	4.5982	0.0094091	0.01803	1	1	0.016222	0.98676	0.24583	3.6875	14.333	0.98676	0.24583	3.6875	14.333	0.98676	0.24583	3.6875	14.333	0.98676	0.24583	3.6875	14.333	0.041667	0.84802	0.21127	3.169	12.318	0.84802	0.21127	3.169	12.318	0.84802	0.21127	3.169	12.318	0.84802	0.21127	3.169	12.318	0.035808	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333	0.083333
10000	8.9198	0.005	0.010833	1	1	0.94568	0.85153	0.11111	5.5222	20	0.85153	0.11111	5.5222	20	0.85153	0.11111	5.5222	20	0.85153	0.11111	5.5222	20	2.0185e-06	0.81605	0.10648	5.2921	19.167	0.81605	0.10648	5.2921	19.167	0.81605	0.10648	5.2921	19.167	0.81605	0.10648	5.2921	19.167	1.9344e-06	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882	0.087882
10000	3	0.014424	0.058697	1	1	0.8	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0.93187	0.25989	3.3333	30	0	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044	0.32044
10000	2.9991	0.019986	0.01	1	1	1.0658	0.64757	0.30063	2.5017	14.992	0.64757	0.30063	2.5017	14.992	0.64757	0.30063	2.5017	14.992	0.64757	0.30063	2.5017	14.992	0.00048274	0.64702	0.30037	2.4996	14.98	0.64702	0.30037	2.4996	14.98	0.64702	0.30037	2.4996	14.98	0.64702	0.30037	2.4996	14.98	0.00048233	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743	0.26743
10000	0.1	0.0096104	0.02305	1	1	0.90255	0.88606	0.37407	2.7955	15.912	0.88606	0.37407	2.7955	15.912	0.88606	0.37407	2.7955	15.912	0.88606	0.37407	2.7955	15.912	0.056975	0.45759	0.19318	1.4437	8.2173	0.45759	0.19318	1.4437	8.2173	0.45759	0.19318	1.4437	8.2173	0.45759	0.19318	1.4437	8.2173	0.029424	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702	0.19702
10000	0.1	0.0089791	0.02	1	1	0.8	1	0.3	3.3333	30	1	0.3	3.3333	30	1	0.3	3.3333	30	1	0.3	3.3333	30	-0.11223	0.5	0.15	1.6667	15	0.5	0.15	1.6667	15	0.5	0.15	1.6667	15	0.5	0.15	1.6667	15	-0.056116	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
10000	5.8305	0.02	0.015	1	1	0.88889	0.8	0	2.9251	15	0.8	0	2.9251	15	0.8	0	2.9251	15	0.8	0	2.9251	15	0	1.6	0	5.8501	30	1.6	0	5.8501	30	1.6	0	5.8501	30	1.6	0	5.8501	30	0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
