4.0581	0.0090501	0.02155	0.97147	-0.25144	0.8856	1.0121	1.8929	15.038	0.21724	0.20143	0.24966
4.9969	0.51019	0.01	0.37536	0.33779	1.0015	0.29905	3.3308	-939.79	0.19942	0.19965	0.19958
7.9102	0.010153	0.01	0.71315	0.16308	0.93173	0.82402	1.4896	9.0929	0.2558	0.22396	0.16912
2.8812	0.027565	0.035	0.78125	-0.27559	1.1204	1.1834	2.0625	13	0.094444	0.10923	0.10083
5.275	0.013333	0.026794	1.0556	-0.40169	0.72581	0.95155	2.5	15	0.1854	0.2	0.16667
4.2647	0.0047793	0.020552	0.75311	0.82483	0.67425	0.97931	3.3816	20.221	0.20613	0.19723	0.28682
5.6356	0.0054985	0.016669	0.93082	0.90013	0.82799	1.4331	3.4566	15.001	0.22869	0.083324	0.19993
3.2948	0.01	0.021781	0.25	0.90969	1.0623	1.672	3.3333	19.781	0.2	0.2	0.2
4.1851	0.010859	0.019988	0.65388	0.80053	0.75031	1.1415	3.6294	8.8667	0.2134	0.20023	0.02425
1.682	0.0046931	0.02	0.5	0.8	1.09	1.7585	3.8889	15	0.2	0.19256	0.41495
1.7228	0.01159	0.021191	0.53986	0.79678	0.73804	1.1873	3.5081	15.029	0.095052	0.16547	0.099453
5	0.011256	0.019759	1	1.1453	0.81889	0.3	2.6407	10	0.2	0.2	0.2
4.05	0.010907	0.01	0.95833	1	1	0.44444	3.1744	16.667	0.2	0.3	0.2
5.2353	0.011436	0.01	1.0698	1.1385	0.72819	0.35186	3.4729	408.02	0.19372	0.11596	0.20134
5	0.01	0.021456	1	0.71175	0.68184	0.4	3.3333	9.8476	0.2	0.2	0.17618
3	0.001	0.02	0.62747	1.1034	1	1	3.5	8.6802	0.2	0.2	0.3
6.6976	0.004635	0.01	1.0009	1.1948	0.80041	0.30064	3.4011	15.011	0.17779	0.1966	0.66776
5.4353	0.0010562	0.016667	1	1.0561	0.55207	0.3	2.5	15	0.2	0.2	0.2
6.4954	0.001	0.02	1	1.0074	0.96489	0.3	3.3333	15	0.25562	0.16667	0.2
4.6214	0.001	0.019989	0.90512	1.0452	0.97576	0.48709	3.3201	11.493	0.19136	0.1901	0.42055
