0.17991	0.042683	0.42342	0.072352	0.96133	0.4484	2.783	5.2119
0.24911	0.030389	0.25	0.23457	1.0083	0.18932	3.3333	15
0.24891	0.057503	0.25	-0.1575	1	1.2135	3.3333	6.5014
0.17603	0.032888	0.38462	0.12404	0.73893	0.5236	3.0433	18.291
0.33631	0.015874	0.3438	-0.33525	0.86334	1.6084	4.0463	-2529
0.2906	0.02	0.5	0.8	1	1.4316	3.5	120
0.299	0.030067	0.50083	0.89173	0.89196	1.4628	3.4962	-308.25
0.2	0.02	0.25	0.78803	0.95762	0.46465	4.7048	-46.111
0.26718	0.010833	0.48611	0.67228	1	1.9868	4.6667	20
0	0.039914	0.51389	0.775	0.775	1.1712	3.5625	19.708
0.21593	0.021442	0.5	1	0.8	1	3.5	10
0.38777	0.015391	0.46212	0.78569	0.97011	1.2401	4.5525	20.018
0.2123	0.01084	0.44091	0.93245	0.80382	0.66387	3.5095	-5.5418
0.28031	0.024953	0.42544	0.98642	1.0366	0.8368	3.658	18.337
0	0.01	0.33214	0.83735	0.96258	0.40163	2.5803	9.1688
0.28166	0.025799	0.50043	1.1052	1.1451	0.72129	3.4975	-103.65
0.28088	0.014476	0.38712	0.90312	1.1011	0.48691	4.5093	19.046
0.04541	0.02	0.42463	1	0.79999	0.3	2.6296	20
0.27207	0.01	0.25	0.80279	1.2454	2.0388	6.7883	-20.674
0.18782	0.01	0.39817	1.187	1.0529	0.17847	3.3631	21.963
0.2	0.013333	0.5	1	1	0.5	3.5	8.4434
0.17159	0.030739	0.53992	1.1319	0.99991	0.29623	3.7721	22.368
0.3	0.02	0.5	0.99999	0.8	0.4	5	15
0.13375	0.01	0.55232	1.1532	1.0674	0.45952	3.02	12.778
0.28843	0.020002	0.49534	1.3334	0.7999	0.60007	3.4997	23.333
0.37993	0.01	0.4402	0.725	1.4167	0.74119	4.4792	-55.821
0.28906	0.01	0.47994	0.8	1.0667	0.66667	4.6667	26.667
0.2963	0.026881	0.49683	0.78644	0.92589	0.4157	4.4448	-14.863
