1.0606	0.026396	0.2	0.02	0.95833	0.466	1	0.3	2.5	15
8.7889	0.0095882	0.19175	0.017019	0.48703	0.38185	1.0259	0.10791	2.4851	14.793
9.9999	0.013333	0.2	0.019818	0.5	0.4	1.4812	0.074825	2.5	15
3.6194	0.48747	0.16721	0.020175	1	0.4	1.1111	0.19956	4.2771	23.333
1.2442	0.0049977	0.30017	0.021563	1.4487	0.53263	0.76846	-0.35104	2.7709	15.002
2.5402	0.015778	0.2	0.01731	0.97999	0.7048	1.3333	0.15733	3.3333	30
7	0.005	0.3	0.021415	1	0.8	1	0.081875	7	15
8	0.011667	0.13038	0.016667	0.78687	0.74921	1.074	0.33333	3.5	30
1.9716	0.005	0.1	0.01	1	0.4	0.8	0.3	2.6196	7.755
5.8333	0.012482	0.19396	0.025122	0.51904	0.58746	0.99999	0.29055	3.3333	16.111
0.30803	0.0054715	0.18487	0.01	0.94766	0.2215	0.94178	0.22162	3.7009	15.479
5.7161	0.0073333	0.26313	0.010281	0.96823	0.63047	1.0104	0.28185	3.7441	11.817
3	0.0093252	0.21096	0.01	0.82882	0.8	1.14	0.3	5	30
4.1833	0.0043657	0.16925	0.02	1	0.8	0.8	0.3	2.5	15
2.5167	0.01	0.18162	0.02	0.89075	0.62942	1	0.2134	3.5	15
2.8389	0.0066677	0.34658	0.02	1.1667	1.0667	0.50709	0.3	3.3333	15
3.1666	0.02	0.3	0.09737	1	0.8	0.66032	0.1	4	15
0.1	0.013379	0.30125	0.02	0.5	0.8	1	0.34074	3.8272	15
2.2403	0.0062412	0.3017	0.025113	0.90394	0.50697	0.75767	0.50185	2.7723	16.134
5.1175	0.0063092	0.51467	0.019203	1.1373	0.69986	1.0398	0.27411	4.8037	15.319
2.3818	0.001	0.21294	0.020343	0.33334	0.39996	0.68553	0.48982	3.3337	12.132
5.8455	0.0082673	0.31303	0.01	1.4139	0.28486	0.34345	0.57877	2.8388	27.739
7	0.0085	0.10845	0.02	0.25	0.31336	1	0.44906	2.5	-9.3258
3.4533	0.012854	0.27184	0.02	1	0.69828	0.49294	0.6	2.5	12.421
7	0.0099999	0.6	0.03	2	0.4	0.42867	0.6	2.5	5.7002
9.6898	0.031099	0.083173	0.014159	0.25	0.60445	0.70794	0.71905	1.9889	17.337
10	0.39788	0.1733	0.03	1	0.8	0.62093	0.3	2.5	10
4.0871	0.012907	0.7	0.06	1	1.0667	0.40972	0.3	2.5	15
5	0.01254	0.80546	0.03	1	0.8	1.6	0.11859	3.5	15
5.9999	0.051285	0.27502	0.016667	0.8542	0.86107	0.52079	0.4083	2.7916	13.667
2.5469	0.005	0.2	0.02	1	0.71374	0.85997	0.3	2.5	15
2.9163	0.010913	0.23982	0.018985	0.95561	0.43551	0.7414	0.33297	3.3141	19.594
4.9923	0.0049791	0.20104	0.020052	0.99772	0.80235	0.99739	1.011	3.4941	30.021
3.55	0.01	0.2	0.02	0.70669	0.8	0.69396	0.4	3.5	15
4.4948	0.0056481	0.35429	0.014476	1.3165	0.64587	0.69041	0.41132	3.0336	7.8583
5.8651	0.001	0.3	0.015	0.89742	0.25094	1	0.15315	3.5	13.323
3.049	0.001	0.26805	0.019804	1.0709	0.40825	0.79154	0.16969	3.3374	12.788
3.4224	0.001	0.1186	0.019929	0.62905	0.34132	0.87317	0.33301	2.7723	14.926
5	0.004	0.2	0.01	1	0.17857	0.8	0.3	2.5	15
2.046	0.0036711	0.12157	0.019534	0.39673	0.39086	1.2556	0.28402	3.3143	15
10	0.001	0.2	0.021645	0.5	0.8	1	0.3	2.5	15
7.8316	0.0045374	0.21733	0.019999	0.6389	0.72919	0.98339	0.30005	2.5001	14.999
7.8098	0.0044178	0.32005	0.021121	1.0445	0.73506	0.9053	0.26209	2.5755	13.34
7.0004	0.001	0.3657	0.032121	1.0279	0.58293	0.9999	0.40001	2.5002	3.2246
6.8502	0.001	0.4	0.02	1	0.8	0.65471	0.34157	2.5	11.633
3.0263	0.001	0.26509	0.036154	0.86538	0.84615	1.6496	0.3	2.3698	29.385
3	0.001	0.17328	0.02	1	0.88112	1.5	0.3	2.5	15
3	0.0026667	0.18493	0.014328	0.875	0.8	1.3117	0.3	2.5	30
1.55	0.001	0.1	0.022181	1.047	0.8	1	0.23366	2.5	20
1.8121	0.0049912	0.27374	0.029956	0.99904	1.1504	1.9989	0.49918	3.4975	30.009
7	0.0041826	0.3	0.016608	1.0665	1.3333	1.4866	0.26581	3.3334	7.6211
3	0.02	0.16667	0.02	0.5	1.6	1	0.3	3.4857	15
3.3036	0.001	0.17626	0.020025	0.99889	0.79886	0.99873	0.20315	1.7936	15.01
7	0.01	0.1	0.02	1	0.93564	1	0.3	2.5	15
5.9496	0.0020047	0.20011	0.020047	1.0804	0.80212	1.3057	0.40153	2.4959	14.981
3	0.005	0.2	0.02	1	0.8	1	0.24235	2.5	15
3	0.001	0.2	0.02	1	1.0717	1	0.3	2.5	15
6.4752	0.001	0.36093	0.01	0.74214	1.116	2.0308	0.8747	4.2786	14.752
2.4426	0.018422	0.1441	0.012756	0.68083	1.5638	1.432	0.69558	3.3422	18.882
2.9697	0.001	0.1998	0.017668	1.0398	0.80141	1.0016	0.26103	2.6047	8.0319
0.1	0.017267	0.2	0.02	0.45547	0.34618	1.1202	0.33486	5	15
2.55	0.0088948	0.17059	0.021189	0.95725	0.58771	1	0.5	2.9147	20
3	0.005	0.2	0.02	1	0.4	0.8	0.3	2.5	10
7	0.00197	0.26232	0.02	1	0.7069	1	0	3.5	15
4.9554	0.001	0.33048	0.019998	0.99989	0.37417	0.99988	0.29992	2.4998	15.001
1.9508	0.001	0.18378	0.039936	0.48662	0.40075	1.3235	0.50081	2.5019	14.991
1.2394	0.0050852	0.098148	0.022071	0.41232	0.038264	1.4456	0.33334	3.3333	20
7.5052	0.0079289	0.18825	0.019962	0.501	-0.02765	1.5528	0.66517	3.3335	15.016
0.84579	0.0049735	0.19461	0.018377	0.66296	0.40277	0.97366	0.3089	2.5461	20.035
2.8321	0.019861	0.16545	0.019927	0.78976	0.49724	1.0941	0.41948	2.8416	13.879
4.0242	0.001	0.085503	0.023027	0.97167	-0.34754	1.5405	0.56091	2.4433	16.381
1.7448	0.022524	0.2	0.028462	1.0226	-0.26625	1.0482	0.34074	2.1328	17.037
2.1333	0.001	0.19495	0.03	1	-0.22169	1	0.3	2.5	20
2.8855	0.001	0.18364	0.01	0.88843	-0.1674	1.0249	0.35011	2.6852	15
4.8524	0.023428	0.027749	0.012971	0.56684	0.021839	1.6184	0.36985	3.5583	19.947
3.0578	0.001	0.19515	0.019995	0.81281	0.72936	0.97035	0.52223	2.5519	9.8369
2.3652	0.001	0	0.01	0.25	0.35	1.6003	-0.25	3.375	11
3.4946	0.0095704	0.1	0.022525	0.49953	0.8	1.0728	0.3	5	15
0.1	0.003	0.086655	0.02	0.5	0.62029	1	0.3	3.4273	15
1.0785	0.001	0	0.016667	0.53835	0.69188	1.3415	0.30396	2.8172	14.951
6	0.001	0.32835	0.020619	1	0.8	1	0.33333	4.6667	20
2.55	0.001	0.1	0.016005	0.25	0.8	1	0.1087	3.5	15
2.1173	0.0019319	0.25071	0.010947	0.42545	0.3926	1.4527	0.59423	4.2078	26.379
7.5	0.001	0.3	0.02	1	0.8	1	0.3	3.5	20
2.8178	0.001	0.1	0.01	0.50693	0.4	1	0.3	3.5	20
3	0.005	0.31484	0.01	1.0378	0.4	1	0.3	3.3014	15
3.5783	0.001	0.4	0.01	1	0.4	1.3333	0.3	5	6.5863
1.55	0.001	0.2826	0.017856	0.65076	0.4825	1	0.43267	3.4192	20
3	0.013028	0.2	0.02	1	0.62161	1	0.4	3.5	15
2.985	0.020767	0.23404	0.014923	0.95158	0.64488	1.0077	0.32795	3.7547	7.0719
6.8501	0.001	0.50609	0.01	1.2752	0.24996	0.42065	0.18801	3.7225	18.999
9.562	0.0099783	0.29989	0.018313	1.1687	0.67601	1.0004	0.29983	5.001	15.004
10	0.0071944	0.21797	0.020463	2	0.38118	-0.060829	0.43334	2.5	15
6.4405	0.01158	0.21707	0.020176	2.2537	0.50176	0.54877	0.29096	2.4936	20.111
4.9999	0.0050023	0.25956	0.018745	1.1265	0.42577	0.068703	0.61896	2.7778	15
