7	0.001	0.70692	0.02	1.1667	0.38083	0.8	0.6	40
9.9999	0.001	0.74399	0.024527	1.1667	0.40007	1.3335	0.29998	-135
5	0.001	0.78555	0.03	2	0.4	0.8	0.3	-135
6.9693	0.001	0.47782	0.12798	0.9932	-0.35977	0.80699	0.29495	15.009
4.7888	0.001	0.69666	0.068597	1.3177	0.3404	1.0002	0.097258	16.296
10	0.0085477	0.77719	0.042241	1.2492	0.18038	0.96356	0.69338	-132.94
6.0725	0.0062202	0.78661	0.01	1.2964	0.40601	0.77055	0.31483	-688.17
3.9325	0.001	0.99999	0.021799	1.9256	0.38038	-3.4471	0.24474	15.68
6.9996	0.0053977	0.62524	0.22675	2.0534	-0.30734	0.96117	0.31392	-6.808
7.3333	0.019582	0.74	0.02	2.3333	0.24127	0.8	0.3	-79.209
4.9877	0.016833	0.4	0.01	0.25	0.16735	1.6	0.37614	30
5.1814	0.019997	0.59653	0.019568	0.50003	0.24831	1.0666	0.41741	30.001
9.8187	0.019698	0.77781	0.02322	1.6592	0.13413	1.182	-0.6642	-136.46
4.5108	0.001	0.54559	0.075254	0.25	-1.2006	2.4435	0.057984	11.452
7.4312	0.020007	0.19997	0.022346	0.25	-0.086459	1.2638	0.29979	20.004
10	0.01	0.55	0.016429	2.9043	0.4	1	0.3	15
6.5578	0.017417	0.50779	0.01	1.4607	0.59035	1.0667	0.6	18.333
7.3333	0.022222	0.7	0.02	4	0.8	0.7574	0.17729	14.444
5.002	0.0099924	0.2785	0.019986	0.25	0.45456	2.0007	0.29955	7.4582
5.85	0.001	0.62604	0.033542	3.0747	0.53333	0.8	0.36653	10
7.4741	0.011667	0.6662	0.023342	1	0.54317	1	0.3	15
4.3375	0.01	0.55	0.02	1.1667	0.56432	1	0.6	15
7.5525	0.010001	0.59995	0.074081	0.25	0.5489	1.0001	0.15903	15
9.9999	0.010874	0.22006	0.02	0.25	0.67679	1.3333	0.3	6.8111
4.5474	0.001	0.83139	0.016449	0.77711	0.66009	2.039	0.35403	-133.13
7	0.006036	0.15072	0.02	0.25	0.8	2	0.6	15
5.5642	0.005389	0.17907	0.017426	0.25	0.56436	1.9089	0.31715	18.411
10	0.001	0.25363	0.02	1	0.074986	1.1005	0.3	15
10	0.001	0.51438	0.01	2.3874	0.8	1	0.6	3.7989
10	0.0021451	0.61447	0.027149	1.3128	0.74956	1.3574	0.0045982	12.275
5	0.001	0.25	0.03	0.25	0.88636	2.5058	0.3	12.61
8.4953	0.001	0.3	0.02	0.25	1.1634	2.2359	0.5	15
4.4784	0.001	0.35	0.020259	0.25	1.0854	3.0818	0.72917	39.125
8.1952	0.001	0.59649	0.01	1.1241	1.1418	1.0985	0.21635	13.866
6.0896	0.001	0.3	0.018264	0.25	1.1748	3	0.6	19.518
8.0946	0.001	0.2982	0.038657	0.32933	0.85263	1.8927	0.34674	9.5507
9.1621	0.001486	0.17289	0.03	0.25	1.1815	1.6785	3.5	13.37
3.55	0.001	0	0.01	0.25	1.1519	1	0.5	15
3.55	0.0015312	0.40816	0.02	1	1.2415	0.93059	0.3	15
5.0791	0.001	0.45	0.02	1.1667	1.1499	1	0.6	15
5.762	0.001	0.2	0.02	0.25	1.1362	2.3441	0.3	15
7.8578	0.001	0.49686	0.01	0.25	1.1911	4.7915	-0.15541	90.098
8.3706	0.001	0.29826	0.01	0.25	1.3326	3.383	3.6005	14.994
7.5367	0.001	0.35	0.01	0.25	0.87115	3.7202	-0.18244	15
7	0.001	0.3	0.019444	0.25	1.2079	3.8164	0.5	15
5	0.001	0.083333	0.019138	0.41865	1.0196	1.5249	0.51852	18.333
5.0039	0.001	0.11342	0.02316	0.40602	1.3611	1.9359	0.17263	14.778
10	0.005	0.2	0.01	0.40107	0.8	3	0.3	15
7	0.001	0.2	0.01	0.25	0.82363	2	0.4	13.442
6.6295	0.001	0	0.013804	0.25	1.2495	1.477	0.72465	18.996
4.2521	0.014453	0.24369	0.04658	0.7017	-0.59736	1.2517	0.85386	18.904
5	0.001	0.25321	0.02	0.31616	-1.1699	2	2.757	15
5.0005	0.0099957	0.19999	0.020009	0.25	-0.093406	0.93355	0.36649	13.339
4.0071	0.001	0.3	0.01	1	-0.43575	0.8	1	30
5.2761	0.001	0.6	0.018696	1	0.067394	1	1.2914	9.3305
4.4709	0.001	0.32959	0.019443	0.25	0.23522	1.0666	1.3333	14.999
6.4802	0.0080364	0.17061	0.01	0.25	-0.12994	1.239	1.2372	8.4825
10	0.0077582	0.29608	0.019361	0.25	-0.02097	1.402	1.6925	19.816
8.7379	0.0026775	0	0.02554	0.25	-0.22685	1.1411	0.4584	30.662
5.7561	0.001	0.36474	0.02	0.25	-0.10071	1.6	1.5207	10
4.7461	0.0093966	0.30619	0.020579	0.25	0.05406	1.5287	0.6	20
4.5818	0.0072017	0.30804	0.017081	1	0.35266	1	0.3	20
6.6258	0.0046265	0.20271	0.019929	0.39003	0.21692	1.0603	0.40101	15.508
5	0.0014444	0.59223	0.01	1.1425	0.26052	1.4232	0.3	15
2.8389	0.001	0.2	0.02	0.44558	0.31521	1	0.21667	10
4.3988	0.0058333	0.32172	0.013954	0.25	0.8	1.5	0.6	20
3.55	0.001	0.3	0.039015	0.68682	0.71428	1	0.6	7.4528
10	0.004	0.24692	0.022568	0.25	0.73676	2	0.3	13.278
6.3928	0.005	0.083333	0.019366	0.25	0.67944	1.6509	0.10396	15
5	0.0069465	0.2	0.02	0.25	0.8	1.4575	0.3	15
7	0.01	0.2	0.02	0.25	0.51088	1	0.3	15
4.0656	0.001	0.2	0.02	0.375	0.4493	1	0.4	15
6.076	0.005	0.4	0.03	1	0.7111	1.0667	-0.78097	20
4.9582	0.0085415	0.17955	0.091443	0.25	0.55633	2.0142	0.29079	20.113
3.9718	0.005	0.32728	0.01	1	0.39118	1	0.3	15
7.1815	0.001	0.4176	0.019444	1.1667	0.8	0.8273	0.4	20
10	0.001	0.078804	0.019526	0.25	1.0577	1.5414	0.16497	30.957
7.0204	0.001	0.39581	0.01	0.51389	0.775	2.0278	0.013889	29.778
8.1061	0.001	0.20005	0.040041	0.25	0.70572	1.9992	0.60053	15.003
5.0273	0.001	0.30556	0.03037	0.25	0.95198	2.0093	0.29398	14.926
5	0.001	0.23144	0.01	0.25	0.2146	3	0.1996	30
5	0.0043641	0.1	0.02	0.25	0.5729	2.4188	0.38117	19.346
7	0.001	0.3	0.01	0.25	0.2471	2.9157	0.24457	15
5.677	0.001	0.36999	0.044259	0.25	0.57572	2.6178	0.19845	12.426
7.516	0.001	0.059659	0.01	0.25	0.028321	1.8614	0.41677	36.823
5.8976	0.001	0.25622	0.092701	1.1667	0.66481	1.1857	0.13884	5.4219
6.425	0.001	0.6	0.03283	2	0.60249	1.0724	-1.1891	15
8.5562	0.001	0.2	0.03	2.0643	0.4	0.86203	0.5	10.247
6.425	0.001	0.38747	0.04	2	0.4	0.8	0.10239	20
9.6279	0.0027777	0.335	0.020563	0.25	0.61916	3.6243	0.11464	19.881
7	0.001	0.35	0.02	2	0.4	0.68346	0.43487	15
8.1417	0.001	0.20553	0.02115	0.25	0.29604	2.5655	0.27669	8.5011
7.0005	0.001	0.39979	0.01	0.25	0.64244	4.2888	0.1422	19.996
3.9977	0.001	0.41101	0.01	0.25	0.29591	2.0268	0.29139	15.106
6.5714	0.0011289	0.26946	0.01	0.25	0.35849	2.5265	0.46849	13.188
10	0.001	0.3	0.02	1	0.8	0.99999	0.6	15
4.9349	0.001556	0.46365	0.017878	0.99412	0.70452	0.89391	0.36896	15.849
10	0.0012874	0.26478	0.01	0.34629	0.5626	1.289	0.58079	12.67
9.9999	0.0014444	0.34325	0.02	0.25	0.8	3.1803	0.63133	13.284
8.4953	0.001	0.23125	0.01	0.25	0.79994	1.3333	0.29995	16.434
5.2472	0.001	0.2964	0.011745	0.38492	0.88274	1.6624	0.70658	14.679
10	0.001	0.375	0.0225	0.35118	0.6875	1.875	0.21875	14
9.9999	0.001	0.19946	0.04008	0.25	1.0054	1.332	0.29913	14.989
8.5059	0.0014444	0.3	0.01	0.25	0.8	2	0.6	15
6.025	0.001	0.41803	0.01	0.25	0.78319	1.5	-0.025	14.007
