2.0188	0.01	0.3	0.02	1.362
7.1041	0.34598	0.16706	0.015068	6.7485
0.1	0.0093263	0.20699	0.013921	2.3624
1.17	0.010918	0.20356	0.020266	2.0024
4.7165	0.0092425	0.19676	0.01992	1.2485
3.0173	0.012065	0.68467	0.01	1.4619
5.3553	0.38033	0.67504	0.034562	6.338
2.8153	0.019579	0.54067	0.023476	1.2076
3.6051	0.001	0.5099	0.01	1.1454
1.725	0.0021665	0.63576	0.020248	1.2623
9.0565	0.001	0.19994	0.029995	1.476
7.5006	0.0084548	0.19973	0.01	1.3626
6.4285	0.0015904	0.32816	0.035678	2.39
5	0.01	0.2	0.02	1.362
7.0096	0.0093867	0.19971	0.02458	2.0093
5	0.0015881	0.2	0.01	1.362
2.3946	0.0055327	0.14281	0.025002	1.6554
2.55	0.001	0.2	0.01	1.362
5.1207	0.01	0.2	0.019233	1.362
3	0.001	0.2	0.01	1.362
10	0.019563	0.21654	0.02	1.4063
7	0.02	0.2	0.02	1.362
10	0.0099991	0.19999	0.019998	1.362
8.6437	0.01951	0.2112	0.015413	1.3785
6.7315	0.01	0.20618	0.019353	1.362
10	0.010851	0.21013	0.021529	5.7054
9.758	0.001	0.24383	0.012424	1.5226
9.5	0.001	0.2	0.01	1.362
5.9915	0.0099995	0.10087	0.020087	1.3569
4.6202	0.0011267	0.31891	0.025579	3.2843
10	0.010739	0.39252	0.037522	3.1916
1.5755	0.005	0.24166	0.03	1.362
2.8207	0.001	0.4423	0.015	1.362
2.529	0.001	0.31216	0.023134	1.362
3	0.0055	0.4	0.02	1.135
5.6458	0.0096705	0.60321	0.033673	1.8383
6.3707	0.0013851	0.76667	0.02	2.7241
9	0.010178	0.7229	0.032733	3.6321
5	0.37043	0.6	0.019203	2.7241
8.3333	0.013302	0.74426	0.03	3.9766
0.1	0.01	0.183	0.02	1.5865
1.3647	0.089495	0.33485	0.023606	1.9661
4.4397	0.15331	0.30264	0.024756	6.9234
4.1495	0.038119	0.32118	0.018519	3.7896
2.9152	0.021098	0.24664	0.020247	4.7282
9.9999	0.00292	0.20739	0.022178	1.9706
7.1721	0.001	0.32426	0.036226	2.4582
10	0.010017	0.17506	0.019327	1.3632
3	0.01	0.2	0.02	1.362
10	0.005	0.2	0.02	2.7241
