1.9337	0.003	0.01	0.99999	1	1.0321	2.9156e-06	3.7037	17.222	0.2	0.21292	0.2	0.2
1.55	0.005	0.019866	1	1.089	0.95214	0.36667	3.3333	12.639	0.13333	0.26667	0.1963	0.2
3	0.001	0.015	0.98284	1.1328	0.99999	0.069257	3.8889	20	0.21519	0.4	0.1	0.1971
2.8781	0.001	0.01	0.94531	1.0317	0.9375	0.069762	3.4427	14.5	0.175	0.25992	0.13424	0.225
3.1166	0.0032222	0.023685	0.77683	1.0598	1.0397	0.0066686	5.3975	19.362	0.22393	0.1866	0.14673	0.23459
7.4653	0.001	0.040001	0.94445	1.2473	1.0545	0.25973	2.963	15	0.19792	0.20001	0.19999	0.20001
10	0.001	0.01	1.4374	1.5001	0.58391	0.62494	3.3749	11.001	0	0	0.40003	0.071238
5.196	0.001	0.028057	1	1.6	1	1	2.1937	8.1396	0.1	0.2	0.2	0.2
7	0.005	0.015	1	1.2202	1	0.66667	2.5	15	0.2	0.2	0.2	0.2
9.9999	0.0050002	0.02	1	1.6	0.99998	0.29998	3.5001	15	0.19999	0.20001	0.25398	0.20001
2.0617	0.026503	0.019919	0.50202	-0.21094	0.99596	0.30263	2.4929	15.032	0.26906	0.20162	0.20162	0.20635
0.1	0.010834	0.028484	0.25	0.047202	0.86662	0.79628	5.6986	19.575	0.16019	0.17225	0.24475	0.19844
1.1832	0.01	0.029189	0.47298	0.22467	1.0415	0.3	2.5	15.73	0.2697	0.2	0.075719	0.2
9.9999	0.01	0.02	0.85584	-0.055858	0.68062	0.17242	5	5.851	0.2	0.16667	0.28946	0.2
5.185	0.0075923	0.02664	0.25	0.33264	0.99955	0.27829	3.1512	13.587	0.19142	0.20975	0.13351	0.20732
6.8815	0.017557	0.13208	0.94699	0.91175	1.1887	0.18149	2.6365	-76.204	0.19988	0.2776	0.16838	0.2208
4.9723	0.001	0.020538	0.94935	0.63486	0.8295	0.54341	1.5374	-17.879	0.26035	0.25144	0.23058	0.17685
2.9982	0.013387	0.026016	0.9592	0.8	1	0.25238	2.4027	-8.3447	0.20515	0.16667	0.20947	0.16667
3	0.01	0.02	0.64169	0.68066	1	0.3	2.5	-19.667	0.25987	0.12153	0.1	0.23248
7.25	0.017986	0.03	1	0.88889	0.92768	0.33333	2.5	-12.353	0.24697	0.19995	0.26667	0.22277
9.38	0.010556	0.035	1.1667	0.49286	1	0.3	3.5884	-305.97	0.2	0.13333	0.2	0.27805
2.7563	0.004	0.01	0.25	0.2282	1.3846	0.21875	2.2812	14	0.15	0.1875	0.175	0.125
3	0.009706	0.01441	1	0.59455	0.88021	0.3	2.5	17.778	0.26806	0.2	0.16667	0.2
3.2501	0.032896	0.036025	1	0.42416	0.81712	0.10433	2.6153	9.6308	0.18889	0.19469	0.22999	0.23975
3.2085	0.014696	0.01	0.73739	0.5727	0.92512	0.041515	3.8165	18.072	0.36232	0.085289	0.34085	0.31101
4.1834	0.001	0.02	1	0.8	0.8	0.3	2.5	15	0.2	0.10331	0.2	0.2
7	0.0037599	0.02	1	0.8	1.1161	1.3306	3.3333	15	0.2	0.24618	0.2	0.19143
5.4281	0.0021358	0.038315	0.97242	1.1732	0.95315	0.71251	3.0276	40	0.18496	0.2	0.2	0.17778
6.3801	0.001	0.03	0.95563	1	0.81647	0.4	2.768	9.376	0.16667	0	0.2	0.2
4.7985	0.001	0.025584	0.81742	1.0513	1.3879	0.48149	2.9844	8.4643	0.31169	0.31169	0.31071	0.14671
