0.31477	0.039992	1.1838	0.4001	1.0668	0.29991	3.5003	30.001
0.29961	0.01	0.98552	0.45019	0.99897	0.11054	4.2985	46.679
0.09742	0.019999	0.99993	0.43454	0.68829	-0.28975	2.4999	-104.24
0.42829	0.0125	1.0678	0.70698	1.4234	-0.35906	6.1111	17.778
0.26667	0.027097	1.0743	0.31138	0.88889	0.3	3.5	20
0.51093	0.030021	0.99988	0.22704	1.4863	0.30034	4.9991	15.004
0.14499	0.023871	0.95834	0.48111	0.8	0.035249	3.3333	15
0.24674	0.018472	0.95436	0.44937	1.012	0.30778	2.521	14.904
0.29596	0.060673	1.0038	0.60958	0.99327	0.30437	3.3451	19.946
0.3	0.026667	1	0.8	1	0.15785	3.3333	6.8343
0.30095	0.01	0.86417	0.60889	1	0	3.5	15
0.2418	0.068695	0.8677	0.4679	1.097	0.36305	3.1636	21.019
0.060743	0.028948	0.60855	0.40835	1.3098	0.45633	4.1899	-6.6037
0.33168	0.01	0.58677	0.71205	0.98863	0.63313	4.9967	21.901
0.29715	0.030474	0.92676	0.50249	0.9163	0.29257	3.0911	28.67
0.29716	0.026509	0.46334	0.36244	1.0649	0.29692	2.7729	12.734
0.29985	0.01	0.50004	0.56302	0.72239	0.60029	4.9992	-7.4048
0.3	0.01	0.5	0.80061	0.63554	0.3	3.5	15
0.23612	0.01	0.50282	0.53332	0.79999	0.30001	3.5	7.4967
0.3	0.01	0.5	0.53333	0.8	1	3.9811	20
0.41893	0.01	0.4016	0.36288	1.3221	1.3339	7.0084	7.6641
0.28444	0.039084	0.34287	0.31271	1.1605	0.68519	4.0024	15.303
0.37083	0.015537	0.38194	0.43954	0.86389	0.82172	3.5625	15.254
0.17719	0.030151	0.25	0.40206	1.0019	0.7256	4.711	14.953
0.3335	0.012222	0.44206	0.36785	0.80004	0.4965	2.8754	-46.112
0.69769	0.03	0.5	0.8	0.99999	0.5	2.5	15
0.30087	0.020474	0.25	0.37906	0.99076	0.31731	2.5562	29.84
0.56292	0.0125	0.38889	0.8	0.86667	0.3	2.5	15
0.61826	0.01	0.25	1	1	0.1014	2.5	15
