2.9301	0.02	0.02	0.46502	0.25388	1	0.67349	2.5	15	0.25	0.2	0.2	0.2
4.0491	0.030747	0.01	1.0488	0.40154	0.37905	0.48887	2.5	15	0.18519	0.14813	0.20397	0.2148
7	0.023333	0.20701	1	-0.87644	1	1.35	2.5	15	0.2	0.2	0.2	0.2
5	0.014397	0.02978	1.0085	-0.19536	1	0.73356	2.1018	9.2489	0.2	0.2	0.2	0.4
3.637	0.010742	0.01	0.98822	0.19382	0.25785	0.55055	1.625	11	0.40807	0.15839	0.35898	0.33334
4.7278	0.002329	0.02	0.45367	0.8	0.86638	1.2404	3.6354	20	0.2	0.2	0.2	0.2
7	0.01	0.02	0.5	0.8	1	1.0109	5.7917	15	0.21447	0.1928	0.2	0.2
0.1	0.005	0.02	0.52468	0.8	0.8	1.1657	3.2454	15	0.18889	0.18462	0.2	0.2
4.9847	0.0037784	0.021987	0.79227	0.84544	1.0505	1.7207	3.7655	10.497	0.36745	0.1835	0.2202	0.20977
4.8561	0.0049855	0.019964	0.5009	0.76432	0.98018	1.632	2.9202	14.986	0.13382	0.23249	0.20072	0.19928
7	0.01	0.03	0.79801	0.8	1	0.6	5	15	0.27141	0.27613	0.2	0.2
5	0.011975	0.015	0.375	0.8	1	1	4.6667	20	0.2	0.2	0.25099	0.2
2.55	0.001	0.02	1	0.90013	0.82449	0.4	2.5	10	0.23618	0.2	0.2	0.2
2.0335	0.024371	0.02	0.5	0.8	1	0.3	3.3333	12.982	0.2	0.2	0.2	0.18889
5.6158	0.0069942	0.010833	0.75308	1.0667	0.86667	0.6	5.5556	15	0.2	0.21425	0.2	0.19422
4.8997	0.001	0.01	1.0274	1.1132	1.1116	0.3753	2.4991	7.1313	0.29979	0.19979	0.10724	0.21036
3.1589	0.001	0.040072	0.78915	0.99919	0.87662	0.61084	3.4464	15.014	0.16938	0.099642	0.13262	0.20072
2.55	0.001	0.03	0.67584	0.82068	0.8	0.3	2.5	12.177	0.095664	0.2	0.2	0.2
7	0.001	0.02	0.875	1.1247	0.88922	0.24	3.4005	30	0.2	0.2	0.2	0.17804
3.0826	0.0099976	0.023142	0.60604	1.0416	1.0001	0.59991	5.0002	14.999	0.1608	0.19995	0.26953	0.17633
4.5882	0.005	0.02	0.95833	1.1175	1.0712	0.29229	2.5	15	0.2	0.4	0.2	0.2
2.55	0.005	0.03	0.63614	1.4377	1	0.3	3.3333	30	0.18867	0.2	0.2	0.2
3	0.001	0.017702	0.91479	1	1	0	2.5	30	0.2	0.2	0.2	0.2
3	0.0024952	0.01	0.60108	1.1376	0.92601	0.3	3.3333	10	0.2	0.2	0.2	0.16667
2.9263	0.012265	0.021865	1	0.98683	0.85288	0.3	3.4537	10	0.16667	0.2	0.22342	0.2
