0.011667	0.2	0.016088	0.5	0.4	1	0.66667	2.5	-135
0.015663	0.2	0.020115	0.34008	0.72266	1.3655	0.3	2.5	30
0.0052778	0.1	0.026667	0.5699	0.4	1.2339	0.5	2.3333	15
0.0073225	0.29922	0.022134	0.49318	0.52288	2.0136	0.29595	2.5239	15.109
0.002	0.2	0.018795	1	0.4	1	0.022511	2.5	15
0.009399	0.53514	0.06	4	0.8	1	0.3	3.5	9.0522
0.0093942	0.46321	0.02	2	0.60605	0.8	0.3	2.5	-5.1865
0.0061863	0.54839	0.027865	2.1309	0.71879	1.2152	0.5366	3.375	9.8642
0.0048382	0.26835	0.030517	1.2851	0.39779	0.99684	0.29795	2.9507	14.975
0.0041791	0.7	0.02	1.3438	0.75008	0.24229	0.3	7	15
0.009	0.18244	0.064539	0.25	0.80037	1.4548	0.14807	3.2915	15.003
0.001	0.2	0.03	0.99999	0.8	1.0994	0.5	2.5	15
0.0050001	0.10009	0.020002	0.25	0.79931	1.6005	0.3005	2.6868	15.006
0.001	0.3646	0.059957	1	1.0667	2	0.6	5	30
0.001	0.2	0.02	0.32861	0.70854	1.481	0.75378	2.5	20
0.011999	0.43501	0.03	1.1227	0.8	1	0.3	5	-103.65
0.011354	0.37563	0.020117	0.83475	1.0555	1.2632	0.48828	6.3498	13.922
0.010427	0.32668	0.14583	0.77727	0.12017	0.85845	1.6918	0.188	4.1116
0.48943	0.19999	0.019999	0.25	0.79998	1.1369	0.29999	5	30
0.02	0.23333	0.01923	1	0.8	0.8	0.3	5	-9.7754
0.005	0.2	0.02	1	0.8	0.8	0.5	19.299	10
0.001	0.13192	0.016452	0.7439	0.3353	0.16565	0.69071	8.0976	12.686
0.001	0.29689	0.01	1	0.7372	0.45973	0.5	9.3333	15
0.001	0.2	0.02	0.53565	0.4	1	0.6	2.5	15
0.0056478	0.1	0.01	0.25	0.28166	0.8	0.95	3.5	15
0.001	0	0.02	0.74835	0.68769	0.52081	0.3	2.5	6.3523
0.001	0.1	0.02	0.5	0.8	1	0.3	2.5	-7.6851
0.001	0.20885	0.03	1	0.72762	1	0.3	2.5	15
0.001	0.19257	0.021931	0.36806	0.775	1.025	0.31806	4.1655	9.8472
0.001	0.1	0.02	1	0.8	1	0.3	2.5	6.9501
0.01896	0.19997	0.015004	1.0004	0.61455	0.99957	0.19357	5.6034	19.996
0.011217	0.26791	0.019606	1	0.8	1	0.3	40	15
0.0075	0.21111	0.020388	1	0.4	1.1026	0	7	30
0.02479	0.2	0.022291	1.2045	0.69018	1	0.3	11.388	3.7322
0.014589	0.28787	0.020795	1.8883	0.62091	1.0114	0.27416	4.9304	8.6034
0.0010577	0.11558	0.0525	0.42187	-0.098719	0.16869	5.5793	29.396	15.406
0.0051803	0.28447	0.020506	0.48437	0.44951	0.66263	1.4481	14.073	15.266
0.0036864	0.20437	0.024458	0.99585	0.40255	0.80427	1.9163	7.9881	14.962
1	0.10556	0.02	0.5	0.43101	0.80373	1.1359	5	-60
0.005	0.3	0.01	2	0.24241	0.32348	0.6	2.5	15
0.01718	0.4	0.01	2	0.8	1	0.3	2.5	15
0.0070115	0.68428	0.023353	1.1603	0.099853	0.81724	0.50845	4.708	16.335
0.011585	0	0.01	1.0136	0.76466	0.5	0.625	1.1324	11
0.010844	0.38258	0.01	0.98417	0.81335	1.0181	1.2197	2.4683	15.145
1	0.25	0.02	0.44215	0.33265	1	0.42882	2.5	30
0.0040879	0.26667	0.016667	1.6902	0.28333	0.83333	0.40833	2.8373	10.796
0.01	0.3	0.03	1	0.4	0.8	0.3	3.5	15
0.0041111	0.10223	0.016536	1.0584	0.44665	0.62479	0.65417	1.1702	11.343
0.0020295	0.26216	0.019718	1.2704	0.47921	0.48761	1.3048	1.4671	15.21
0.0058967	0.2	0.02	1	0.2893	1	0.3	2.5	15
0.001	0.12186	0.01	0.9969	0.99645	1.0036	0.664	2.4942	29.971
0.001	0.164	0.023563	1	0.8	1	0.3	2.5	15
0.010475	0	0.018246	0.37364	0.89204	1.0118	0.68595	2.7898	14.791
0.001	0.17864	0.02166	1.0571	0.80044	1.1669	1.8006	2.778	14.996
0.0053559	0.30977	0.01	0.93188	0.72993	1.1899	0.32971	4.8638	14.377
0.001	0.42509	0.015641	0.8464	0.86674	0.59268	0.34995	5.4012	13.588
0.0058334	0.3	0.01	1.1598	1.0667	0.42154	0.4	2.5	4.9377
0.004113	0.3051	0.018382	1.008	0.83582	0.32373	0.31616	2.4561	11.708
0.001	0.54845	0.023181	0.89175	0.74096	0.81797	0.3	3.5	15
0.0050257	0.20128	0.022487	0.50161	0.79711	0.37849	0.29791	5.0056	15.026
0.02	0.2	0.02	1	0.8	1	0.3	2.5	15
0.53326	0.20175	0.030175	0.89133	0.39694	0.79646	0.45826	2.4923	14.965
0.022238	0.3	0.019223	1.0556	0.69549	1.0166	0.35394	5.5556	30
0.01	0.16667	0.02	1	0.8	0.62753	0.3	3.3333	15
0.011346	0.17401	0.01746	1.1045	0.6857	0.87829	0.38255	2.7223	2.4606
0.0055782	0.10298	0.1674	2.0153	0.39888	0.80144	0.44551	2.8303	14.987
0.0086421	0.27589	0.13682	2.4273	0.45454	0.92651	0.34772	2.9064	15.587
0.0055556	0.2	0.16274	1.9578	0.49367	0.8	0.3	3.5	10
0.008226	0.17976	0.35432	1.8732	-0.19138	1	0.59942	5.9259	14.483
0.001	0.39816	0.17654	2.1042	0.1792	0.82969	0.10374	3.6668	8.4933
0.005	0.3	0.03	1	0.88889	0.67412	1.5818	2.5	-4.4467
0.011667	0.2	0.02	0.48611	0.4	0.8	1	3.1619	-5.4446
0.001	0.17382	0.02054	0.95777	0.76685	0.91674	0.58113	2.6457	-14.472
0.0066667	0.3	0.015	0.64374	0.4	0.6861	0.3	7	15
0.0050064	0.16657	0.019984	0.49485	0.39944	0.79077	0.84794	3.5018	11.672
0.001	0.19875	0.027603	1	0.8	1	0.3	2.5	-98.305
0.0061148	0.41358	0.030593	0.77999	0.98262	0.8365	0.37234	27.858	4.8931
0.0047293	0.20454	0.02	1.0379	0.4	0.87934	1.0815	2.5	10.867
0.0058333	0.16667	0.02	1	0.8	0.31706	0.22701	3.5	20
0.0075	0.3	0.03	1	0.8	0.99999	0.3	103.33	4.9307
0.0098335	0.306	0.025868	1.2141	0.74223	0.94867	0.39278	2.3178	15
0.011355	0.3	0.022654	1.3038	0.56342	1	0.3	5	15
0.014226	0.18889	0.031667	0.87876	0.53333	1.0475	0.6	2.5	12.401
0.010824	0.375	0.0175	1.0457	0.50753	1.4583	0.38125	3.1146	6.0691
0.010541	0.17739	0.021823	0.95064	0.56672	1.0068	0.29929	2.5026	13.933
0.01	0.2	0.02	0.82017	0.20235	0.8	0.66667	2.5	-48.528
0.020188	0.19931	0.019901	0.498	0.33864	0.99954	0.39679	2.5086	19.948
0.01	0.4	0.02	0.58333	0.4	1	0.5	2.5	15
0.0051004	0.18758	0.01854	0.85417	0.28333	0.62368	0.53941	2.8227	13.667
0.009545	0.36526	0.015	0.73372	-0.34098	1.25	0.58261	2.796	13
0.0023333	0	0.01	0.25	0.79612	1	0.3	3.5	15
0.001	0.25645	0.018518	0.67153	0.72421	1.1411	0.26434	5.2469	13.871
0.001	0.2	0.04	1	0.8	1	0.4	3.2308	15
0.001	0.11667	0.01	1	0.8	1	1	3.9734	15
0.0022734	0.11404	0.01	0.85068	0.80208	1.1074	0.54725	3.4886	17
0.0085402	0.25799	0.019269	0.4811	0.78246	1.1301	0.40241	4.7723	16.041
0.0070363	0.29023	0.01	1	0.652	0.99999	0.3	5.0001	14.208
0.0075362	0.10556	0.02	0.5	0.34356	1	0.3	5	15
0.001	0.19712	0.020461	0.50359	0.45241	0.77294	0.37134	5.0252	6.7626
0.005	0.16667	0.022323	1	0.63111	1	0.3	2.5	15
0.005	0.1	0.02	0.5	1	0.87907	0.4	3.5	20
0.001	0.17887	0.022044	0.36125	0.88664	1.0006	0.33291	3.5364	19.993
0.0070491	0.20814	0.019384	0.36985	1.2019	0.82631	0.30874	15.297	10.969
0.0019273	0.19998	0.020033	0.70236	1.0891	0.82478	0.15919	4.8558	-135.01
0.0021628	0.043359	0.01	0.27274	1.0245	1.0775	0.26837	3.4836	15.389
0.005	0.18068	0.02	0.46458	0.65718	1.5113	0.3	3.4058	15
0.005	0.2	0.01	1	0.8	1	0.3	2.5	15
0.01	0.2	0.02	1	0.8	1	0.3	2.5	15
0.01	0.1	0.021955	0.25	0.8	1	0.3	2.5	15
0.0039078	0.27087	0.02273	0.49874	0.96037	1.6707	0.34167	2.1882	-5.5591
0.0064745	0.2	0.086712	0.25	0.8	1	0.3	5	15
0.0099004	0.14579	0.1766	0.51477	0.70975	1.236	0.1144	2.4977	15.01
0.0053772	0.2	0.01	1	0.4	0.99999	0.3	2.1414	15
0.007	0.12228	0.01985	0.79231	0.3642	0.99995	0.20002	2.4999	14.629
0.01	0.20515	0.041614	0.49989	0.70261	1.0002	0.30002	2.5	15
