5.0004	0.001	0.020003	1.0001	0.79995	1.0001	0.5001	2.4997	14.999	0.53001	0.10003	0.2	0.20006
10	0.0094314	0.02	1.1667	0.8	1	0.94698	2.5	20	0.2	0.2	0.2	0.2
8.6667	0.02	0.02	1	0.55959	0.48589	0.54715	3.6531	10	0.23333	0.13631	0.18889	0.18889
5.275	0.0082214	0.02	1	0.4	1	1.0594	1.979	15	0.2	0.2	0.2	0.083333
7.2231	0.0056085	0.022033	1.0318	0.8	0.77201	1.1111	2.4259	7.3044	0.19846	0.21481	0.23951	0.23333
0.1	0.01	0.029558	2	0.66632	0.54979	0.3	7	15	0.2	0.2	0.43714	0.2
0.91099	0.0062973	0.026853	1.9054	0.79422	0.52491	-9.4226e-05	2.5112	20.066	0.20476	0.15569	0.29339	0.17772
10	0.49583	0.02	2.1859	0.8	0.69611	0	2.5	15	0.21951	0.2	0.2	0.2
1.5499	0.011667	0.03759	1.6672	1	0.8	0.3	2.5	13.158	0.19823	0	0.2	0.2
0.1	0.022975	0.058403	1.3036	0.51597	0.66982	0.33333	2.9012	12.696	0.23333	0.2	0.2	0.23559
0.1	0.001	0.023333	0.85225	0.3181	0.70383	0	2.5	15	0.17479	0.29113	0.2	0.090292
7.7136	0.45591	0.03	1.9972	0.78251	0.8	0.27768	3.0692	18.333	0.17778	0.28537	0.2	0.2
3.1667	0.44596	0.022851	2	0.36236	1	0.4	2.8291	15	0.21755	0.15935	0.2	0.1
0.1	0.0080627	0.01	0.96917	0.34267	0.75299	0.23004	3.2578	14.139	0.24305	0.32025	0.28855	0.20355
5.5338	0.48543	0.020185	2.0127	0.40648	0.80833	0.29398	2.4838	14.926	0.1963	0.2037	0.2037	0.2037
3.0659	0.001	0.022472	0.47569	0.8375	0.95833	-0.67881	1.4479	14.667	0.21667	0.18333	0.18456	0.18333
1.92	0.011214	0.02	1	0.8	0.88373	0.3	5	15	0.23649	0.16667	0.28585	0.2
3.1894	0.41084	0.023861	1.2502	0.8	0.85172	0.20803	3.5185	13.888	0.19427	0.17413	0.26108	0.19259
2.2287	0.0063611	0.019167	0.96354	0.83751	0.95833	0.32709	5.0729	14.667	0.1972	0.21667	0.425	0.25278
6.6929	0.51852	0.023668	1.6667	1.0667	0.8	0.234	4.1945	16.667	0.2	0.18889	0.2	0.2
0.46578	0.0080349	0.016667	0.46874	0.32244	0.92614	0.27864	3.5	15	0.23398	0.3	0.2	0.2
2.4905	0.0076664	0.016427	0.91907	0.38277	0.81943	0.16936	2.8135	16.433	0.27146	0.16054	0.14657	0.1928
2.524	0.010158	0.017921	0.71868	0.35745	1.1331	0.29428	2.4846	14.93	0.20352	0.19648	0.19648	0.20352
4.1987	0.001	0.030923	1.06	0.26747	0.97775	0.37689	2.5389	15.178	0.17112	0.2089	0.21999	0.2089
2.5157	0.02997	0.02001	1.0005	0.40036	1.0005	0.00023283	2.4991	20.003	0.17703	0.19979	0.094348	0.29979
6.08	0.005	0.01	0.86895	0.54336	1	0.3	3.3333	15	0.3	0.2	0.256	0.2
4.1833	0.0079467	0.017485	0.6536	0.095876	1.5	0	3.3333	15	0.2	0.21341	0.083334	0.2
3	0.0078066	0.017024	0.5	0.037031	0.88858	0	3.349	30	0.056593	0.2	0.2	0.16667
4.1879	0.001	0.032195	0.73913	0.40508	1.2042	0.401	3.4965	14.988	0.20062	0.24832	0.30093	0.20062
7.5072	0.0055839	0.02	1	0.5173	1	0.3	3.5	15	0.2	0.3	0.2	0.2
3.0035	0.0030071	0.01	0.50089	0.8016	1.3315	0.21495	4.9969	21.579	0.20071	0.20071	0.18413	0
3.55	0.001	0.02253	0.25	0.69468	1	0.4	2.5	30	0.27202	0.19541	0.2	0.18889
3	0.005	0.018776	0.50563	0.8	1	0.3	4.6667	30	0.2	0.2	0.2	0.1
7	0.01	0.02	0.58333	0.8	1.3333	0.13156	2.5	15	0.2	0.17407	0.2	0.2
3.1599	0.005003	0.01	0.45813	0.56261	1.333	-0.2464	2.4993	15.003	0.17425	0.096048	0.19985	0.30023
3	0.24	0.02	1	0.62641	0.8	0.66667	2.5	15	0.16667	0.2	0.2	0.2
7	0.24	0.24	1	0.8	1	6.0555e-06	5	20	0	0.2	0.2	0.18482
5	0.012832	0.022252	1	0.8	0.43251	0	2.5	15	0.18836	0.2	0.2	0.2
3	0.082098	0.02	0.72279	0.8	0.8	0.3	2.5	15	0.2	0.2	0.2	0.2
4.7672	0.021081	0.026892	1	0.65971	0.5292	0.3	2.5	26.667	0.2	0.083333	0.2	0.2
2.6111	0.019795	0.01	0.53071	0.68434	-0.11212	0.28518	2.048	11.702	0.20524	0.23754	0.066667	0.2
7.0011	0.01334	0.030009	2.0002	0.79974	0.41676	0.30018	1.3445	14.999	0.30017	0.10006	0.26652	0.46649
5	0.026766	0.015	1	0.56181	0.48239	0.3	1.1184	30	0.2	0.3	0.2	0.2
7.3905	0.04	0.01	1	1	0.74503	0.4	2.5	15	0.3	0.1	0.2	0.3
5	0.065467	0.091111	0.99999	0.8	1	0.3	2.8395	18.071	0.29397	0.14444	0.23342	0.2
4.9651	0.011283	0.019612	0.97896	0.57992	0.76821	0.42489	2.4299	30.292	0.28557	0.12505	0.19072	0.17508
