3	0.0055	0.30847	0.02	4	1.1667	0.41911	-0.01469	0.1744	3.5	15
5	0.04	0.16667	0.02	1.1617	0.25	-0.26031	1	0.4	4.2967	15
4.1833	0.001	0.21818	0.021452	2.11	0.875	0.16605	-0.14341	0.6	3.7776	6.6563
4.1833	0.001	0.55613	0.02	1.4309	0.48813	0.36134	0.53622	0.5	7.8257	9.7664
7.0194	0.0087704	0.38094	0.014668	2.0985	0.99584	0.19007	0.6159	0.92704	5.5386	26.615
5	0.02	0.17249	0.01	1.1914	1.1093	-0.059355	-0.17781	0.5	3.3333	15
4.7278	0.04	0.30893	0.021466	4	1	0.53302	1	0.3	3.3333	15
5.4236	0.02	0.49972	0.026667	1.85	1.3399	-0.087616	-0.061817	0.3	5	12.922
4.1833	0.014842	0.2	0.02	4	0.95833	0.8	1	0.3	2.5	15
2.55	0.079423	0.2	0.12	3.0087	0.75	0.28019	0.8	-0.014563	2.5	15
7.8086	0.01416	0.40002	0.023237	2.357	1.3106	0.14315	0.80003	-0.73633	3.4999	15
8.5756	0.020004	0.29991	0.020003	1.1549	2.1036	-0.42195	0.36734	0.30009	2.4997	10.001
3.4707	0.019285	0.30004	0.030683	2.3875	1.3334	0.17539	0.66955	0.59995	2.7779	10
5.6525	0.015	0.28333	0.03	1.1499	1	-0.36726	0.47164	0.3	4.6667	20
5.1394	0.01	0.3	0.02	2.9075	1	0.1742	0.99999	0.28206	2.5	10
3	0.0058687	0.43261	0.03	1.54	1.0595	0.4	0.68341	0.4	3.7619	7.9394
5.275	0.005	0.3	0.01	3	0.625	0.4298	0.81815	0.3	2.5	-4.2451
7	0.0181	0.27974	0.033272	1	2	0.66003	0.47867	0.3	3.3333	20
2.5167	0.0099999	0.4	0.01	2	0.99999	0.4	0.59451	0.14448	3.3333	7.5637
5.8973	0.0035852	0.2852	0.02	2	1.4287	0.60648	0.12788	-2	2.5	15
5.2613	0.010162	0.49661	0.02483	1.1215	0.90035	0.51731	0.52673	0.40585	4.9842	29.928
5	0.001	0.54527	0.03	3.5007	1.1667	0.4	1	0.5	3.3333	15
7.4206	0.02	0.40369	0.019444	1.3333	1	0.8	0.8	0.26433	5.1852	15
3.0622	0.001	0.59398	0.019815	1.4513	1.0081	0.39352	0.50868	0.0046296	2.5162	14.926
4.9406	0.0082839	0.68239	0.019825	1.7936	0.98237	0.70566	0.81813	0.3131	4.0682	6.1627
3.8733	0.0018165	0.063197	0.038007	1.0452	0.45568	0.43622	1.261	0.47891	2.5905	14.586
1.55	0.0040341	0.2	0.023333	2	1	0.59757	1.265	0.43333	2.7778	30
4.1812	0.001	0.16667	0.014999	1.082	0.99999	0.58791	0.71908	0.38351	2.9814	11.677
4.1252	0.001	0.10023	0.01	1.0014	0.33564	0.40115	1.472	0.30106	2.4971	15.013
2.8389	0.001	0.2037	0.019129	0.97334	0.77446	0.6537	1.0045	0.4	3.3551	13.095
1.855	0.001	0.16667	0.01	1.3037	0.50798	1.1634	1.0577	0.49166	3.5278	28.667
10	0.001	0.15	0.03	1	0.53818	1	1.4871	0.74393	3.7855	7.4388
0.1	0.005	0.1244	0.01	1.4565	0.56217	1.0966	1	0.4	3.5	30
0.95534	0.0035	0.1	0.01	1.202	0.5	1	1	0.6434	3.5	15
2.2357	0.001	0.22631	0.012162	1.2568	0.59096	1.1527	1.3919	0.96061	5.1939	18.135
1.5042	0.001	0.059857	0.022741	1	0.5	0.85862	1	0.6	2.5	30
0.1	0.0060464	0.16071	0.018341	1.0484	0.42379	1.2944	1.5005	1.9839	5.3968	94.91
1.4091	0.0086513	0.23055	0.017362	1.3474	0.44487	1.222	1.1103	0.47167	3.5194	15.882
3.0249	0.001	0.11686	0.022209	1.0123	0.87639	1.0102	0.7562	0.22819	2.5845	19.116
2.4711	0.001	0.12805	0.01	1.0422	0.39528	1.1478	1.3744	0.43642	2.9244	25.128
0.51684	0.0072907	0	0.01	0.95833	0.5	1.0827	1	0.6	3.5	15
2.3159	0.001	0.24243	0.01464	1.2901	0.72694	1.1157	1.3508	0.12581	3.4347	19.371
2.9983	0.001	0.20087	0.019935	1.0007	0.53812	1.0711	1.1692	0.67617	4.9639	20.099
0.66699	0.0092791	0.086088	0.024065	1.0723	0.49323	1.1278	1.371	0.37665	5.3499	32.979
2.2867	0.001	0.1	0.01407	1.4213	0.46561	0.91837	1.3108	0.39635	4.0625	32
10	0.001	0.094444	0.03	1.0477	1	1	1.4391	0.5	2.5	16.667
10	0.001	0.14579	0.020024	0.99636	1.0422	0.79742	1.0029	0.31562	2.505	16.697
7	0.0016438	0.10664	0.022151	1	0.5	1.0667	1.484	0.6	2.5	10
9.9999	0.001	0.19792	0.01	0.97688	0.51105	1.1677	1.3555	0.41946	2.9711	6.6714
9.0001	0.001	0.1	0.03	1	0.94971	1.1977	1	0.66667	3.5853	8.0847
7.1796	0.010314	0.25373	0.031797	1.188	0.49993	0.12172	0.85914	0.52592	3.7975	14.999
1.7831	0.0025341	0.030821	0.028459	1.3476	0.63045	-0.53439	0.57705	0.87492	2.4858	18.384
10	0.0018093	0.35979	0.01	1.3495	0.76417	6.0555e-06	0.44047	0.63353	1.8313	33.97
4.0579	0.0069338	0.2	0.02	1.1342	0.87915	-0.58594	1	1	3.3333	20
2.55	0.001	0.14108	0.02	1	0.25	-0.31934	1	1.6265	5.9585	30
7.525	0.016487	0.07258	0.015323	0.81154	0.59218	0.17981	0.60368	0.76713	4.0534	16.159
9.9999	0.005	0.2	0.02	0.91618	0.53812	-0.16398	0.55912	0.63784	3.3615	16.667
5	0.010555	0.12673	0.01	1	0.5	0.23517	0.60962	1	3.5	9.0681
3.7107	0.010536	0.16667	0.02	0.85691	0.70717	0.20348	0.44567	1	3.5	400
7.087	0.005018	0.26667	0.021111	1	0.90998	0.19679	0.42623	1.0397	3.5	16.133
4.1077	0.001	0.3	0.027675	0.99988	1	0.17155	0.93574	0.27792	3.5	10
3.2208	0.010404	0.19884	0.01	0.95568	1.0242	0.39896	0.88112	1.0313	2.4514	14.778
5.8041	0.0050578	0.19868	0.019201	0.72977	1.0029	0.31378	0.84958	0.4029	2.6441	14.974
2.4139	0.0090122	0.2298	0.033835	1.0406	1	0.4	1	0.77037	2.9411	12.941
3.5822	0.010634	0.19868	0.01	0.99844	0.99844	-0.17844	0.72506	0.99732	2.8746	13.352
5	0.0016317	0.3	0.02	1	1	0.58291	1	0.3	2.5	15
3	0.001	0.2	0.02	1	1	0.4	0.83928	0.27524	2.5	15
7	0.0069979	0.2	0.02	1.0324	1	0.70391	1	0.41664	3.5	15
3	0.0099999	0.1	0.02	1	1.0431	0.8	1	0.3	2.9127	15
3.0006	0.005	0.20012	0.01	0.95858	1.0003	0.80025	1.0003	0.39981	2.5005	15.002
7.2984	0.0071596	0.19526	0.015	0.95816	1	0.54307	1	0.4	2.5	15
2.9866	0.019522	0.13906	0.01	0.98802	1.0123	0.63684	1.1341	0.39914	3.3087	14.89
3.1087	0.012017	0.051059	0.023333	1	0.96969	0.47908	1	0.6	2.5	20
3.9797	0.0098387	0.20749	0.023042	1.0458	0.97744	0.57514	0.99104	0.25636	3.4798	15.073
2.8389	0.0038726	0.20254	0.026017	0.97065	0.98611	0.53748	1.1132	0.67323	2.7576	16.667
9.4556	0.001	0.16667	0.01	1.0372	0.82233	0.8	0.8	0.70833	2.5	15
6.9615	0.001	0.2454	0.02	1.1762	1.0069	0.8	1	0.5	2.5	11.531
4.2886	0.001	0.10834	0.01	2	0.71676	1.0127	1	0.3	2.5	15
7	0.0043834	0.1	0.02	2	1	0.8	1	0.5	3.5	15
7.5251	0.001	0.2	0.02	0.99999	0.5	0.8	1.3333	0.6	2.5	15
2.7928	0.0058499	0.18004	0.022125	1.093	0.44688	0.70438	1.3672	0.36906	10.533	15.85
3.893	0.001	0.19553	0.01	0.96149	0.50168	0.28235	1.4588	0.44294	3.6256	29.006
9.9999	0.004	0	0.017165	1	0.5	0.68454	1	0.3	5.1693	15
2.6693	0.0030126	0.010601	0.019923	1.2839	0.47913	0.70765	1.1464	0.073184	4.7439	21.004
5	0.001	0.1	0.02	0.875	1	0.60087	1	0.3	3.1013	10
3.3143	0.001	0.099545	0.016664	1.1101	1.0002	0.40013	0.62255	0.093389	3.5003	19.998
3.007	0.012657	0.19961	0.01	1.9969	1.9951	0.53083	1.0036	0.30233	3.3396	12.896
3	0.001	0.083333	0.01	1.3918	1	0.4	1.0667	0	3.5	15
3.5825	0.0082335	0.18798	0.019553	0.99927	1.0246	0.74201	0.73993	0.26496	4.7404	106.05
3.0919	0.004958	0.10105	0.019799	1.1814	1.1624	0.71931	0.80472	0.49606	3.9007	14.958
3	0.001	0.13912	0.01	1.2049	0.875	0.31519	0.63253	0.05	2.5	15
6.5892	0.001	0.14074	0.010833	1.1672	0.88503	0.5208	0.7963	0.45056	5.5092	14.26
5.275	0.001	0.16414	0.02	2	0.99999	0.58024	1	0.15584	4.7025	15
5.5722	0.001	0.2	0.02	1.0572	1	0.4	1	0.3	4.6667	15
7.9682	0.0037054	0.10943	0.012176	0.96934	1.0382	0.7858	1.0972	0.47186	4.5693	92.668
3.2227	0.0021454	0.097646	0.024193	1.1579	1.0999	0.6972	0.71256	1.2758	4.2602	30.91
2.9821	0.001	0.2	0.01	0.99537	1.047	0.8	0.81818	0.3	3.4491	16.667
