10000	10000	0.013969	0.01	1	0.74587	0.8	1.2553	0.5	2.5	15	1.2553	0.5	2.5	15	1.2553	0.5	2.5	15	1.2553	0.5	2.5	15	0	0.51787	0.20627	1.0313	6.188	0.51787	0.20627	1.0313	6.188	0.51787	0.20627	1.0313	6.188	0.51787	0.20627	1.0313	6.188	0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
10000	10000	0.001	0.016824	1	0.64069	0.79279	0.97336	0.46324	2.7649	21.211	0.97336	0.46324	2.7649	21.211	0.97336	0.46324	2.7649	21.211	0.97336	0.46324	2.7649	21.211	0	0.43265	0.2059	1.2289	9.4279	0.43265	0.2059	1.2289	9.4279	0.43265	0.2059	1.2289	9.4279	0.43265	0.2059	1.2289	9.4279	0	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847	0.086847
10000	10000	0.0068333	0.01	1	0.33334	0.77305	0.77084	0.89792	2.4531	13.278	0.77084	0.89792	2.4531	13.278	0.77084	0.89792	2.4531	13.278	0.77084	0.89792	2.4531	13.278	0	0.37899	0.44147	1.2061	6.5281	0.37899	0.44147	1.2061	6.5281	0.37899	0.44147	1.2061	6.5281	0.37899	0.44147	1.2061	6.5281	0	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295	0.10295
10000	10000	0.007	0.01	1	0.54791	0.80044	0.94837	0.97359	3.6684	26.672	0.94837	0.97359	3.6684	26.672	0.94837	0.97359	3.6684	26.672	0.94837	0.97359	3.6684	26.672	0	0.46025	0.47249	1.7803	12.944	0.46025	0.47249	1.7803	12.944	0.46025	0.47249	1.7803	12.944	0.46025	0.47249	1.7803	12.944	0	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345	0.23345
10000	10000	0.01	0.016667	1	0.56094	0.8	1.1111	0.3	2.5	18.298	1.1111	0.3	2.5	18.298	1.1111	0.3	2.5	18.298	1.1111	0.3	2.5	18.298	0	0.353	0.095309	0.79424	5.8133	0.353	0.095309	0.79424	5.8133	0.353	0.095309	0.79424	5.8133	0.353	0.095309	0.79424	5.8133	0	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
10000	10000	0.017926	0.019122	1	0.67919	0.91516	0.53478	0.31897	3.533	14.766	0.53478	0.31897	3.533	14.766	0.53478	0.31897	3.533	14.766	0.53478	0.31897	3.533	14.766	0	2.1391	1.2759	14.132	59.066	2.1391	1.2759	14.132	59.066	2.1391	1.2759	14.132	59.066	2.1391	1.2759	14.132	59.066	0	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758	0.29758
10000	10000	0.62676	0.037502	1	0.41667	0.57778	0.77761	0.20181	3.5254	15	0.77761	0.20181	3.5254	15	0.77761	0.20181	3.5254	15	0.77761	0.20181	3.5254	15	0	0.9122	0.23674	4.1356	17.596	0.9122	0.23674	4.1356	17.596	0.9122	0.23674	4.1356	17.596	0.9122	0.23674	4.1356	17.596	0	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667	0.31667
10000	10000	0.24	0.01	1	0.50001	0.69459	1	0.3	5	20	1	0.3	5	20	1	0.3	5	20	1	0.3	5	20	0	2	0.6	9.9999	40	2	0.6	9.9999	40	2	0.6	9.9999	40	2	0.6	9.9999	40	0	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697	0.45697
10000	10000	0.99999	0.019661	1	0.5	0.8	0.62786	0.3	3.3864	20	0.62786	0.3	3.3864	20	0.62786	0.3	3.3864	20	0.62786	0.3	3.3864	20	0	0.90174	0.43087	4.8636	28.724	0.90174	0.43087	4.8636	28.724	0.90174	0.43087	4.8636	28.724	0.90174	0.43087	4.8636	28.724	0	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755	0.40755
10000	10000	0.63719	0.023842	1	0.57192	0.67811	0.7876	0.31357	2.7949	13.829	0.7876	0.31357	2.7949	13.829	0.7876	0.31357	2.7949	13.829	0.7876	0.31357	2.7949	13.829	0	1.1411	0.45432	4.0494	20.036	1.1411	0.45432	4.0494	20.036	1.1411	0.45432	4.0494	20.036	1.1411	0.45432	4.0494	20.036	0	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278	0.31278
