0.36966	0.01	0.99126	1.1411	1.1499	0.19399	3.5	30
0.3504	0.013616	0.84028	1	1.3333	0.66667	4.6667	20
0.26337	0.014541	0.78392	1.2607	1.2398	0.88392	4.2292	19.095
0.28896	0.029993	0.83515	0.90318	1.3332	0.33017	4.6672	22.22
0.29114	0.01	0.76078	1.1314	1.6919	1.1877	6.2298	24.442
0.1	0.02	0.28095	1.5057	2	0.4	7	-105.81
0.029612	0.02	0.25	1	1.1439	0.4	5.0323	30
0	0.021806	0.35492	1.2827	1.4482	0.36677	5.0357	0.42481
0	0.019739	0.25	1.6043	1.4645	0.3077	4.7354	40.321
0	0.01	0.3839	1.108	1.2952	1.6121	4.6863	5.9741
0.1	0.01	0.27778	0.22371	1.0667	0.33333	5.3205	-135
0	0.01	0.41312	0.1926	0.90142	0.40362	3.4739	10.078
0.14118	0.01	0.39817	0.24378	1.0159	0.64612	3.5791	-51.043
0.084229	0.01847	0.3838	0.20745	1.0844	0.72044	3.8661	-101.3
0.3	0.01	0.5	0.20356	0.8	0.72358	4.6057	10
0.38095	0.32851	0.59339	1.0617	1.0776	0.34014	2.6081	14.349
0.35918	0.48855	0.59911	0.99744	1.0007	0.29953	2.4987	14.994
0.3501	0.483	1.0129	1.0668	0.99986	-2.7001	2.7775	-23.332
0.28155	0.43485	0.5	0.8	1	0.3	2.5	15
0.27512	0.23665	1.0881	0.74117	0.79886	0.20581	2.3458	17.888
0.32913	0.01	0.43436	0.48481	1.2917	0.51197	5.0729	-179.56
0.47811	0.02	0.5	0.4	1.5	0.3	2.5	15
0.32327	0.019535	0.41281	0.67626	1.1111	0.62119	3.0988	20
0.38759	0.044561	0.50901	0.30728	0.98197	0.33241	3.3754	15.144
0.33131	0.03992	0.37601	0.57359	1.0232	0.13881	2.942	16.984
0.17439	0.010278	0.46344	1	1	0.71519	3.5	-694.73
0.15204	0.01	0.25	0.80017	1.041	0.49606	4.6662	-13.388
0.20171	0.029991	0.32877	0.98938	1.0004	0.73528	4.4453	0.0073785
0.16828	0.03	0.43617	1	1	0.3	3.5	15
0.19273	0.01	0.39446	0.9066	1.0582	1.1995	3.6769	-54.787
0.28329	0.022833	0.25	1.0184	1.2426	0.45771	8.1123	48.936
0.3	0.020372	0.35724	0.92523	0.84331	0.4	3.8003	15
0.3	0.020755	0.38142	0.8	1	0.73333	4.2778	-59.211
0.028018	0.025684	0.41705	0.64072	0.92606	0.49105	3.8152	-133.88
0	0.02712	0.5	0.8	0.8	1	3.5	-36.847
0	0.03	0.25	0.53334	1.1403	0.4	5.0887	-8.8641
0	0.026667	0.25	0.81226	0.86682	0.28061	3.5389	13.333
0.037984	0.01	0.25	0.66478	1.1164	0.39615	4.9808	30.088
0.091022	0.063472	0.29837	0.64789	1.228	0.57223	3.8627	9.3641
0.22651	0.02006	0.25	0.4614	1.0698	0.43995	5.018	13.312
0	0.026175	0.49409	0.4	1	0.49541	3.8889	-35
0.044444	0.023342	0.49981	0.40016	1.0002	0.66664	4.6655	181.67
0.04519	0.017397	0.47214	0.46755	1.018	1.1703	4.208	35.552
0.25945	0.01	0.49537	0.4	1.1111	0.44444	4.1328	26.667
0.24091	0.024627	0.47162	0.32768	0.89669	1.0145	5.1786	18.915
0.3	0.018685	0.5	0.8	0.8	0.3	6.4055	15
0.31024	0.049122	0.50125	0.6677	1.3766	0.89908	5.3888	95.582
0.3	0.03	0.51957	0.4	0.8448	0.5	5	4.1837
0	0.034403	0.50585	0.41004	0.80133	0.38263	4.7388	30.344
0.27079	0.031627	0.52785	0.80719	1.008	0.3052	5.1771	13.391
0.3	0.01	1.4759	0.66395	0.8	0.3	2.5	15
0.4	0.02	1.2236	0.64568	1	0.3	2.5	6.1517
0.59982	0.033199	1.7115	0.76709	1.105	0.14531	3.0346	15.84
0.1	0.02	1	0.8	0.8	0.3	2.5	15
0.3965	0.018033	1.1672	0.77267	0.99997	0.27702	2.5004	4.6626
0.096722	0.01	0.52041	0.30624	0.92055	0.38706	4.9217	38.594
0.16866	0.031358	0.5082	0.38019	0.88779	0.73571	4.67	27.423
0.21261	0.037173	0.63537	0.4	1	0.3	4.6666	20
0.1376	0.012364	0.46333	0.51461	0.80013	0.29998	3.5	24.443
0.067562	0.030446	0.49971	0.39352	0.99074	0.67327	3.7136	5.5362
0.3	0.01	0.5	1.0667	0.92315	0.92975	3.5	0
0.13541	0.036693	0.3999	0.81481	0.76271	1.4236	4.5919	5.6472
0.18985	0.013289	0.31665	0.76658	0.79164	0.51333	5.8382	-237.35
0	0.01	0.37458	0.83557	0.82963	0.51916	3.6974	-0.062918
0.056335	0.01	0.32823	1.2187	0.48683	1.2755	4.0254	14.083
0.35987	0.01	0.92617	0.44448	1.3333	-0.12413	9.3331	16.666
0.2157	0.026667	0.86672	0.4	0.82861	0.3	3.7497	140
0.216	0.025555	0.89968	0.43096	1.1457	0.42964	5.9062	1.2368
0.34697	0.020003	0.99973	0.40022	0.8001	-0.00015062	3.4993	14.997
