0.038889	0.015	0.31234	0.34213	1.1718	1.4436	7.2583	-2621.7
0	0.01	0.5	0.4	0.8	0.97334	7	40
0.067971	0.019804	0.50348	0.59737	1.0829	0.26324	4.6887	11.057
0	0.01	0.63535	0.05	1.214	0.83951	4.625	-38.013
0	0.020019	0.53725	0.23276	0.79914	0.49989	4.6645	19.992
0.15391	0.023333	0.50987	0.8	0.8	0.2	2.5	15
0.27297	0.041685	0.41393	0.8	1.3333	0.4	3.5	-70.672
0.23534	0.02	0.5	0.8	1	0.5	2.5	15
0.2	0.02	0.5	0.8	1	0.3	2.5	-135
0.29692	0.04	0.46082	0.73096	1	0.6	3.5	15
0.28333	0.01	0.5	1	1.5	1.35	5	15
0.13948	0.01	0.42589	0.78099	1.216	0.39634	3.2657	24.272
0.17299	0.018316	0.45568	0.9707	1.267	0.3	3.5	13.333
0.24782	0.010833	0.39199	0.94343	2.4999	0.49999	6.1096	15
0.18886	0.023028	0.49942	1.0012	0.99883	0.71036	3.5026	15.009
0.34854	0.01	0.72561	0.79999	1.3333	0.3	5	-66.128
0.19479	0.018497	0.49047	0.46476	1.4179	0.57164	4.2388	18.343
0	0.022947	0.43083	0.68593	1.1651	0.69577	4.9982	16.179
0.10002	0.020915	0.49996	0.79561	0.97821	0.60005	4.4773	-135
0.24471	0.043154	0.25	0.68971	2.1577	1.0525	6.1049	24.262
0.3	0.06	0.5	0.4	0.8	0.3	7	15
0.26168	0.02	0.47536	0.4	0.73152	0.55556	4.9003	10.823
0.22088	0.019837	0.49998	0.44457	0.7995	0.29963	5.2407	-375.18
0.30091	0.029995	0.50002	0.40009	0.80011	0.40009	4.667	9.9993
0.12387	0.02641	0.42836	0.4	0.8	0.1658	4.0347	15
0.26725	0.03	0.7398	1.0667	1	0.3	19.368	34.393
0.24537	0.015	0.82962	0.73721	1	0.43137	4.7923	75.029
0.063966	0.01	0.78002	0.8	0.90722	0.33334	3.3333	20
0.1461	0.010616	0.60077	0.96584	0.92043	0.63677	5.6282	15.209
0.10809	0.021893	0.64365	0.89188	0.96639	0.10761	4.476	-53.108
0.11223	0.032813	0.41834	0.94698	1.4966	0.91939	4.2322	-133.69
0	0.17995	0.38756	0.73811	1.2277	0.41075	6.8379	15.473
0.047243	0.044528	0.31646	0.93364	1.1111	0.27468	4.6478	11.688
0.22511	0.03	0.48908	0.98105	1.1111	0.3	3.5	15
0.28333	0.020067	0.43852	0.90809	1.3655	0.3	3.5	16.667
0.38872	0.01	0.48997	0.45162	1.0913	0.60416	3.75	18.875
0.29763	0.036825	0.41354	0.51943	1.1358	0.68825	2.7986	6.6689
0.16846	0.02	0.45833	0.49508	0.68567	0.6	2.5	15
0.32446	0.032059	0.48611	0.4	1	0.66667	3.5	15
0.29947	0.031002	0.47544	0.40607	0.99319	0.50967	3.2012	-31.528
0.053701	0.02784	0.71191	0.80917	1.0286	0.20365	4.0863	17.688
0.18872	0.042452	0.81215	0.61668	1.2265	0.32114	3.9755	-38.41
0.17848	0.024018	0.56841	0.8679	1.4088	0.25096	8.9358	3.8101
0.14918	0.020498	0.62421	0.5458	1.0676	0.50074	5.0018	19.964
0.20939	0.015427	0.66791	0.45842	1.1416	0.25446	4.3539	28.045
0.17396	0.028341	0.74024	0.53144	1.1669	0.30521	4.6714	31.502
0	0.024283	0.46425	0.34994	1.0715	0.44636	4.8748	4.7079
0.17813	0.016823	0.53997	0.18414	1.3444	0.46549	5.5395	-91.697
0.19881	0.020502	0.50041	0.40001	1.064	0.50223	5.0052	-28.191
0.24219	0.012594	0.71022	0.38742	0.91178	0.56725	4.2057	30.085
