5	0.007	0.19941	0.02	0.63651	0.22833	1.0435	0.6	2.5	33.333	0.33333
3	0.005	0.2	0.02	1	0.8	1	0.3	2.5	15	0
5.471	0.001	0.33046	0.025752	0.6758	0.18923	1.5073	0.25364	3.3878	19.058	-0.25365
5.4569	0.0047407	0.24614	0.01	0.81485	0.59302	1.2843	0.48611	3.3472	16.333	0.19444
7	0.005	0.1	0.01	0.5	0.62043	1	0.5	2.5	15	0
10	0.001	0.4	0.05	1.4375	0.05	0.31546	0.875	2.7077	11	-0.18292
4.2625	0.0083411	0.1	0.024988	1.2494	0.575	0.575	0.5625	2.9375	14.708	0.20833
7	0.003715	0.22496	0.022587	1.5	0.8	0.30764	0.5	2.5	30	0
6.9633	0.010167	0.20371	0.019814	0.99187	0.79164	0.6525	0.43349	2.5163	15.074	-0.0046432
5.8179	0.010044	0.095627	0.01	0.99786	0.8022	0.90896	0.79829	3.1718	16.645	0.0012214
2.9463	0.00468	0.31667	0.02	1.0555	1.0667	1.3333	1.1495	4.6667	21.352	0.22174
2.55	0.005	0.3	0.03	1	0.8	1.4283	0.6	5	15	0.33333
3.1163	0.0042581	0.22478	0.01	0.91456	0.80972	1.041	0.36227	5.1781	15.46	0.34624
2.8737	0.001	0.22591	0.021296	1.1659	0.7417	0.8989	0.4421	3.062	14.482	-0.03239
2.5167	0.0016667	0.3	0.01	0.97867	0.8	1.3249	0.6	5	30	0
3.0866	0.01	0.27974	0.02	1.08	0.8	0.85623	0.4	3.3334	15	-0.50454
3.3158	0.010002	0.26661	0.023333	1.0001	0.99589	0.8303	0.29994	2.7779	14.999	0
3	0.011189	0.28127	0.026667	1	0.8	1	0.3	2.5	20	0
2.55	0.0099999	0.48659	0.038467	1	0.8	1.1963	0.3	3.3333	8.1546	-0.6146
5.025	0.0010419	0.726	0.01	1.4375	1.25	1.5	0.14761	4.2083	77.058	-0.020495
7	0.001	0.2	0.01	1	0.8	1	0.92308	3.8254	20	-0.47683
7.2154	0.001	0	0.01	0.7034	0.43388	0.26099	0.66442	4.0452	12.871	0.065309
8.8262	0.001	0.29843	0.016674	1	0.70962	0.88095	0.30171	4.7965	25.2	-3.3625e-06
2.281	0.001	0.1	0.02	0.88765	0.85926	0.56427	0.32222	2.9444	20.741	0
10	0.0044333	0.22428	0.014603	0.89001	0.68636	0.74042	0.76358	5.3754	18.995	0.062926
6.9344	0.001	0.20664	0.01	0.83652	0.78506	0.98972	0.32503	3.4499	14.867	-0.43477
8.0231	0.0051964	0.096591	0.01	0.25	0.86838	0.93503	0.49989	5.3368	14.398	0.13971
10	0.0025423	0.081091	0.01	0.64659	0.99688	1.3197	0.50783	3.0595	17.558	-0.15987
7.4977	0.001	0.17995	0.018347	0.40663	0.79929	1.499	0.33294	3.3415	20.008	-0.24672
2.5167	0.001	0.038646	0.019815	1	0.86666	1	0.3	3.3333	15	0
4.7975	0.01	0.4	0.015	1	0.4	1.1683	0	5	15	0
2.8881	0.0099612	0.20169	0.08013	0.9963	0.79372	0.92643	0.29725	5.5476	16.629	0.11346
9.9999	0.0038988	0.39115	0.019562	0.98087	0.57521	0.97812	0.31422	8.9525	15.175	-0.010938
5.85	0.01	0.28968	0.02	1.1667	0.28841	1	0.3	2.5	30	-0.34541
3	0.0047724	0.2	0.02	1.0452	0.4	0.8	0.33333	2.5	15	0.42556
5.001	0.0099984	0.20003	0.02236	0.99969	0.35799	0.73144	0.39387	4.9994	15.003	0.00017712
5	0.01	0.2	0.02	1	0.4	0.5904	0.5	7	10	6.0555e-06
4.5	0.005	0.2	0.01	1.0234	0.45296	-0.10266	0.5296	4.1124	9.0483	0.33334
3.2476	0.005	0.2	0.016397	0.99999	0.28239	0.8	2.2844	7	30	0.33333
5	0.0044169	0.2	0.02	1.3667	0.26981	0.40805	0.42583	3.5	7.5622	0
5.7364	0.0056605	0.24673	0.022336	0.25	0.33064	1.1168	0.37593	2.2956	-135.93	-0.12345
9.9999	0.02	0.1	0.019031	0.25	-0.44085	1	0.5	3.3333	15	0
5.1127	0.018944	0.1	0.02	1	0.46977	0.75726	0.2068	2.5	15	0
0.12503	0.0098055	0.18056	0.018984	0.4163	0.41667	1.3546	0.47941	2.1753	-12.816	-0.74985
1.2706	0.02119	0.29796	0.019647	0.25	0.31564	0.99995	0.30003	4.3538	15	2.4765e-05
0.1	0.01	0.2	0.01	0.5	0.4	1	0.5	2.5	15	0
7.2685	0.005	0.3	0.02	1.1667	0.8	1	0.3	2.5	6.6241	0
5	0.005	0.3	0.01849	1	0.8	1	1.5232	2.5	15	0
6.5094	0.011062	0.18107	0.018868	0.92682	0.72473	0.4486	0.64322	2.6464	14.147	0.091935
10	0.005	0.2	0.017705	1.0462	0.58917	1.3333	0.3	2.5	15	0
2.8389	0.001	0.1	0.02	1	1	1	0.3	2.5	15	0.45484
2.9359	0.001	0.1435	0.024069	1.0175	1.0486	1.0075	0.3467	4.6215	20.841	-2.846e-06
6.9938	0.0041019	0.19937	0.019969	1.0014	0.79859	0.87773	0.66549	3.4965	14.987	0.00078562
7.4952	0.002563	0.056203	0.027676	0.86357	1.3907	1.0547	0.82293	2.4714	19.43	0.36899
3	0.001	0.2	0.02	1	0.8	1.1111	0.3	2.5	15	0
10	0.0022456	0.43487	0.046974	1.0288	0.77038	1.0329	0.32139	3.426	15.263	-1.426e-06
7.9583	0.001	0.40633	0.023025	0.96296	0.57873	0.49182	0.29314	3.3051	16.339	-0.66752
7.5482	0.01	0.16667	0.021958	1	0.8	0.46208	0.18325	2.5	15	0
6.9139	0.010021	0.20652	0.016702	0.7989	0.79654	0.46144	0.6025	3.3401	29.969	0.0019232
7	0.01	0.2	0.02	0.25	0.8	-0.23611	0.3	3.3333	15	0
2.9921	0.0049676	0.20004	0.020685	0.95712	0.54931	0.5483	0.30264	3.3263	-1.1488	0.99799
0.1	0.01	0.17541	0.02217	0.44444	0.50128	1.3433	0.3	2.7778	10.774	0.33333
2.1139	0.011625	0.325	0.0175	0.98537	0.47187	0.87499	0.26141	2.7188	29	0.0625
1.869	0.03064	0.089968	0.01	0.85686	0.65277	0.47788	0.40633	2.7863	5.7255	0.25154
3.0246	0.011688	0.61241	0.019748	2.0097	0.78282	1.0968	0.30981	2.5334	15.101	0.99045
3.1506	0.018971	0.20427	0.050139	1.1032	0.28732	1	0.26924	3.8442	4.3412	-0.068387
3.3961	0.014843	0.2	0.01	1.0237	0.60506	1.1111	0.3	4.4444	33.333	0
3	0.005	0.2	0.02	1	0.4	1	0.5	3.5	15	0
4.0799	0.013667	0.32376	0.01996	2.0043	0.40216	1.0031	0.16532	2.4946	-134.78	-0.0015432
6.2143	0.012467	0.21234	0.022741	2.2995	0.30408	0.63992	0.21093	2.7398	16.096	0.068517
3.1388	0.001	0.20376	0.020208	0.83168	0.60072	0.33957	1.4514	3.4766	10.057	1.0052
4.9478	0.005	0.2	0.02	0.3265	0.53333	1	0.4	2.7933	15	0.33333
1.5754	0.007	0.10954	0.026667	0.5	0.4	0.9428	0.93347	3.1667	14.444	0.33333
6.4436	0.012536	0.14365	0.016398	0.46757	0.49861	0.85913	2.1131	7.3691	28.873	1.0704
1.7491	0.001	0.18891	0.018409	0.86265	0.61133	0.5468	1.2628	3.8211	15.785	0.23769
5.1127	0.001	0.21974	0.015235	1.037	0.74807	0.8	0.84429	4.0625	21.111	0.18654
5.1436	0.003	0.3	0.020963	1.1667	0.67578	0.54329	0.6	2.7649	15	0
3.962	0.01	0.16667	0.02	1	0.8	0.67632	0.4	2.5	15	1
2.3514	0.0155	0.3	0.019451	1.2188	0.575	0.75	0.4625	2.2392	17	0.22813
4.9975	0.0050069	0.29948	0.019983	1.0008	0.80077	0.75989	0.29944	4.6686	15.007	-0.00042977
5.8664	0.0056352	0.24619	0.02	0.95616	0.45712	0.77014	0.4	2.027	15	0
5.6701	0.0074988	0.11	0.02	1	0.44077	0.78614	0.3	2.5	15	6.0555e-06
10	0.0080077	0.19996	0.020005	0.75296	0.80021	0.99977	0.29985	2.5004	9.6622	-0.00011623
5	0.016597	0.2	0.023333	1	0.8	1	0.3	2.5	6.7368	0
10	0.0063925	0.38207	0.01	0.9918	0.40389	1.0024	0.15508	2.5164	14.925	-0.0046837
5.1465	0.0099999	0.21341	0.017502	0.49454	0.48991	1	1.2406	2.5	15	0.33333
4.9876	0.0099245	0.26443	0.020084	0.25	0.43374	0.99581	0.30273	2.5073	14.966	-0.32036
3	0.02	0.2	0.03	0.91957	-0.32713	0.93176	0.6	3.3333	10	0
10	0.018163	0.19116	0.02389	0.25	0.36477	0.55741	0.32623	2.4892	18.43	0.0078793
10	0.014759	0.21545	0.014689	0.53989	0.49493	0.86438	1.2303	3.0118	9.3188	1.3456e-06
6.8934	0.0014999	0.05	0.02	1	0.26484	1	0.3	3.7127	30	0
4.204	0.001	0.2	0.017224	0.48592	0.8	1	0.5	3.3333	20	0
10	0.001	0.3	0.029433	1	0.8	1	0.3	5	15	0
10	0.0031552	0.20276	0.024328	0.88968	0.72387	0.91348	0.68196	5.37	16.009	-0.063044
5	0.0026826	0.2	0.02	0.5	0.8	1.0633	0.39847	3.4492	4.6935	0.33333
7.2267	0.0073934	0.2	0.04	0.25	0.8	1.3333	0.3	2.5	15	0
2.9991	0.001	0.20062	0.021585	0.47016	0.80297	0.82094	1.75	5.0057	19.965	-1.0644
2.216	0.01	0.10353	0.04	0.64352	0.55286	1.0562	0.4	5	15	0
7	0.001	0.23706	0.025037	0.80883	0.57293	1	0.3	5	20	-1.3741
0.1	0.0087285	0.22013	0.021213	0.51826	0.766	1.2637	0.32456	4.9339	20.646	-0.42864
1.1255	0.0058333	0.19938	0.02	0.5	1.1111	1	0.25555	6.2222	30.4	0.08825
4.148	0.004	0	0.02	0.25	1	1.0667	0.3	3.5	20	-0.12818
6.0218	0.001	0.16111	0.01	0.25	1.058	0.88756	0.66637	4.6658	20.002	-0.00019687
8.9749	0.001	0.16465	0.01	0.5625	1.25	0.5	0.625	3.375	25.25	-0.25
6	0.001	0.2	0.01	0.375	1.1859	1.3333	0.23813	2.5	15	6.0555e-06
3.2639	0.005	0.19762	0.017778	0.5	0.8	1.1472	-2.0185e-06	3.0556	17.037	0
3.9662	0.005	0.10853	0.023333	0.5	1	1.1574	0.3	2.5	15	-0.3166
2.5167	0.01828	0.15434	0.04	0.5	1.1183	1.0683	0.28828	2.5	15	0
5	0.005	0.19097	0.02	0.25	0.8	1	0.3	2.5	15	0.33333
3.3522	0.001	0.10034	0.025	0.52048	0.575	1.0833	0.1375	2.9375	13	0.45833
3	0.0061185	0.1	0.019046	0.5	0.49063	1	0.4	2.5	15	0
2.3722	0.09683	0.19978	0.040544	1.1849	0.70074	1.343	0.15779	3.4162	20.247	0
0.1	0.0085962	0.2	0.022465	1	0.41349	1	0.3	2.5	6.8793	0
0.1	0.02	0.20709	0.021119	0.95833	0.41903	1	0.3	2.5	40	0
3	0.03	0.2	0.02	2	0.8	0.8	0.4	3.3333	15	0
4.3048	0.0075195	0.19528	0.01	1.4738	-0.0816	0.83333	0.61854	2.0525	-131	-0.092987
8.0659	0.010303	0.22997	0.021557	1.9645	-0.35722	0.59061	0.59346	2.1002	-6.4479	0.056885
7.131	0.010406	0.29749	0.024017	2.0446	0.65309	0.84081	0.64768	1.3726	-34.707	0
5	0.0074753	0.4	0.01	2	0.66776	1	0.3	2.5	15	0
2.5421	0.019504	0.36969	0.020015	0.79888	0.40576	1.5163	0.59152	2.4772	30.104	-0.0065195
4.552	0.001	0.47811	0.022173	0.83664	0.39708	0.79267	0.30529	2.5143	15.065	0.0040706
5	0.012267	0.2	0.015	1	0.8	0.86402	0.6	3.6326	20	-0.24272
5	0.01	0.29348	0.015	1	0.51372	0.56541	1.2228	4.6667	15	0
5.0326	0.015035	0.25644	0.019935	1.0004	0.58297	0.80996	1.2162	2.5131	14.911	0.33887
5.8333	0.01	0.6	0.02	0.57336	0.68768	1	0.3	7	4.1492	6.0555e-06
2.9699	0.001	0.2	0.02	0.93242	0.83388	1	0.24908	2.5	15	0
2.728	0.001	0.26933	0.022206	0.99935	0.80081	1.0011	0.34469	2.4987	14.989	0.00052153
6.9747	0.001	0.2	0.023718	0.95833	0.8	1	0.3	2.5	15	0
5	0.02	0.18169	0.021013	0.375	1	0.8	0.3	2.5	10	0.0046434
2.5255	0.005	0.2	0.02	0.33333	0.88889	1	0.25331	2.5	15	0
10	0.001	0.3	0.02	0.77227	0.31528	0.8	0.3	3.3333	20	0.33333
4.9758	0.001	0.15	0.019444	0.41667	0.8	1	0.3	2.5	7.9346	0
7.3416	0.001	0.30882	0.030766	0.25	0.8059	1.5798	-0.035704	3.5147	11.639	0.21007
2.8389	0.0069624	0.23213	0.01	1	0.68605	1.0213	0.33333	2.5	18.333	0
10	0.001	0.19909	0.027069	0.25	0.51562	1.8177	0.83151	3.931	8.4583	1.4088
4.969	0.001	0.048951	0.020959	0.99082	0.80946	1.0973	0.29318	2.5184	14.916	-0.0052474
9.9999	0.001	0.2	0.019099	1	0.8	0.85043	0.3	2.5	15	0
7.1254	0.001	0.1	0.022679	0.69215	0.49551	1.3333	0.20971	2.5	15	0
6.8813	0.001	0.35762	0.01	0.82667	0.87448	0.95606	0.27144	3.4102	15.352	-0.025134
7	0.001	0.25905	0.015	1	0.8	1	0	2.5	15	0
5.0361	0.011078	0.65417	0.042917	1.8675	0.6082	0.91667	0.35417	3.3125	15.667	-0.46526
3	0.02	0.27065	0.026196	1	0.8	0.68348	0.3	2.5	15	0.33333
0.1	0.053333	0.18403	0.026667	0.33333	0.63084	1	0.4	2.5	15	0
6.2189	0.0099268	0.45533	0.045533	1.8732	0.46455	0.86344	0.30483	2.6614	14.262	0.046107
5.3994	0.001	0.4	0.015391	0.51271	0.25679	1.5	-0.025	2.375	-48.345	-2.8592e-07
7.6574	0.0059525	0.50536	0.01667	2.5503	0.53996	0.35856	0.67795	2.9382	13.665	-0.12914
10	0.005	0.7	0.02	2.6484	0.56074	0.36829	0.4	3.3333	15	0
4.2675	0.01	0.3	0.031465	1.5646	0.53333	0.8	1.35	2.5	12.58	0.33333
10	0.010263	0.48831	0.12669	2.5545	0.67235	0.32727	0.33349	2.7267	10.001	0.00012249
8.4836	0.001	0.4	0.02	2	0.4	0.025034	0.4	3.3333	15	0.43353
6	0.0037753	0.2	0.020502	1	0.58268	1	0.5	4.6667	15	-0.11907
3	0.0041111	0.2	0.02	1	0.8	0.95412	0.61675	4.6667	13.333	0
7.885	0.0052329	0.094177	0.028835	1.0204	0.8262	1.0291	0.31892	4.949	15.233	0.014557
6.8522	0.001	0.2	0.017	1	0.70057	0.66286	0.3	3.5	10	0
4.1832	0.001	0.14882	0.019201	1.0425	0.72647	0.79986	0.3001	3.7057	14.999	-7.8232e-05
7.5255	0.001	0.20738	0.02	0.25	1.1022	1.3333	0.3	3.5	15	0
5.9961	0.001	0.099205	0.029753	0.25	1.2175	1.4462	0.30401	3.4861	15.049	1.0031
3.2496	0.0026487	0.14547	0.01	0.25	1.1283	1.1819	0.76528	3.3336	18.024	0.1485
7.166	0.001	0.16667	0.017321	0.90166	1.1635	0.88889	0.4	2.7302	20	0
5.275	0.001	0.05	0.01	0.25	0.93103	1	0.20462	3.7325	20	0
2.6349	0.0036577	0.28455	0.020244	0.49847	0.78864	1.183	0.36505	10.655	31.691	0.11288
2.3645	0.0040325	0.16667	0.019208	0.66667	0.6896	0.70324	0.35417	7.5627	16.245	-0.18663
1.5984	0.0013907	0.3	0.02	1.0556	0.8	0.92011	0.4	3.5	15	0
2.6509	0.011164	0.22849	0.028526	0.62696	0.50808	0.80763	0.37018	9.0364	22.225	-0.000157
2.0333	0.010604	0.1576	0.018988	0.56248	0.4	1	0.3	5.1852	16.667	0.026595
5.1732	0.0019593	0.1	0.01	0.73077	1	0.99999	0.3	3.816	15	1
4.7888	0.001	0.083333	0.018333	0.74937	1	1	0.3	4.036	30	0
2.3714	0.001	0.14279	0.030748	0.51499	1.2323	0.95559	0	3.8889	13.281	0
2.2627	0.001	0.077194	0.016667	0.62671	1.0969	1	0.4	4.6667	15	0
6	0.001	0.17659	0.02	0.875	0.8	0.99999	0.4	3.6188	15	0.33333
5	0.0030523	0	0.016929	0.5	0.64253	2	0.3	3.3795	10	0.46819
2.8289	0.0033781	0.10072	0.018298	0.91098	0.37389	1.075	0.44358	3.428	14.567	3.9882e-07
3	0.001	0.2	0.035	0.48611	0.8	1.2664	0.3	5	15	0.38635
9	0.005	0.2	0.01	0.91493	0.71993	1.147	0.3	3.5	15	0
2.5979	0.001	0	0.01	0.48014	0.7625	0.95833	0.27292	2.4271	15.333	0.36142
8.9573	0.001	0.4	0.011188	0.99076	0.89387	1	0.13065	5.201	5.688	2.0185e-06
5	0.0022242	0.16667	0.03	0.25	0.8	2	0.66667	2.5	30	-0.14649
4.2791	0.0037634	0.25571	0.014926	1.1356	0.96445	1.0543	0.15409	2.8594	15	0
4.7438	0.001	0.2	0.015	1	0.8	1	0	2.5	20	0
3.3021	0.001	0.2	0.01	1	1.3333	0.8	0.5	2.5	15	0
3	0.01	0.2	0.024223	1	-0.50938	0.8	1	2.5	15	-0.16018
10	0.01	0.3	0.03	2	0.4	0.99999	0.3	3.5	10	0
2.9923	0.021655	0.20912	0.019921	0.98267	0.080463	0.79643	0.30258	2.7853	15.032	0.0019833
4.238	0.016207	0.16667	0.025363	1.1667	0.18079	0.75313	0.48586	2.7778	12.713	0
