1	0	1	0	278960
1	0	1	2	291873
1	0	4	4	114010
1	0	2	6	108937
1	0	5	8	216865
1	0	2	10	141727
1	0	2	12	332573
1	0	1	14	312021
1	1	4	1	273743
1	1	3	3	117093
1	1	2	5	291521
1	1	5	7	323645
1	1	2	9	3024940
1	0	3	0	27998
1	0	3	2	122478
1	0	2	4	91247
1	0	1	6	213039
1	0	5	8	1910755
1	0	4	10	1822738
1	0	2	12	02505
1	1	2	1	271766
1	1	1	3	33035
1	1	2	5	1229905
1	1	3	7	317008
1	1	3	9	2916989
1	1	3	11	234384
1	0	2	0	291852
1	0	3	2	281133
1	0	3	4	221183
1	0	3	6	198257
1	0	2	8	2126942
1	0	3	10	20733
1	1	2	1	356773
1	1	4	3	3215100
1	1	2	5	272258
1	1	2	7	212562
1	1	3	9	125250
1	1	4	11	285276
1	1	3	13	303002
1	1	2	15	292265
1	0	2	0	271176
1	0	4	2	22984
1	0	2	4	191900
1	0	4	6	512338
1	0	3	8	332173
1	0	1	10	49285
1	0	4	12	69592
1	0	5	14	3120292
1	1	1	1	181172
1	1	5	3	211184
1	1	1	5	13907
1	1	4	7	286432
1	1	1	9	313639
1	1	5	11	133413
1	0	3	0	11330
1	0	1	2	02256
1	0	5	4	48633
1	0	2	6	218778
1	0	1	8	201995
1	0	1	10	132761
1	0	1	12	91649
1	0	4	14	317156
1	0	3	16	322033
1	0	4	18	251213
1	0	5	20	305228
1	0	2	22	151866
1	0	2	24	710661
1	0	3	26	57431
1	0	2	28	261523
1	0	1	30	174158
1	0	5	32	141591
1	1	5	1	27728
1	1	5	3	112028
1	1	4	5	129534
1	1	4	7	301489
1	1	4	9	03827
1	1	2	11	93104
1	1	4	13	18931
1	0	2	0	01212
1	0	5	2	291639
1	0	1	4	301374
1	0	4	6	313573
1	0	4	8	13504
1	0	4	10	213279
1	0	2	12	111290
1	0	5	14	21972
1	1	1	1	01059
1	1	2	3	151391
1	1	2	5	293333
1	1	5	7	343966
1	1	3	9	81662
1	1	5	11	232159
1	1	1	13	21768
1	1	1	15	61091
1	1	4	17	222909
1	1	4	19	132207
1	1	4	21	271553
1	1	2	23	301302
1	0	3	0	01290
1	0	4	2	291667
1	0	1	4	286655
1	0	2	6	103072
1	0	2	8	304217
1	1	2	1	128220
1	1	1	3	321325
1	1	3	5	234713
1	1	5	7	291370
1	1	4	9	314280
1	1	4	11	87938
1	1	2	13	192256
1	1	2	15	344472
1	1	4	17	66320
1	1	1	19	334258
